country,indicator_id,focal_2024_indicator_id_map,category,indicator_label_short,weight_inferred,max_score,weighted_score,raw_score,note
Canada,relationships.3,relationships.3,Relationships,List of board seats held,1,2,2,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,relationships.3,relationships.3,Relationships,List of board seats held,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,relationships.4,relationships.4,Relationships,Direct business associations with public,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,financials.1,financials.1,Financials,Total lobbying income (for,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Israel,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,financials.1,financials.1,Financials,Total lobbying income (for,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,financials.2,financials.2,Financials,Lobbying income per client,2,4,4,2,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4. | not_assessable
Israel,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,financials.2,financials.2,Financials,Lobbying income per client,2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,2,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Colombia,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Mexico,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Poland,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Georgia,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Israel,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Netherlands,financials.3,financials.3,Financials,"Income sources (e.g., including",2,4,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Canada,financials.4,financials.4,Financials,Number of lobbyists,1,2,1,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Chile,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United States,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Ireland,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
France,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Scotland,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Finland,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Estonia,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Australia,financials.4,financials.4,Financials,Number of lobbyists,1,2,1,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Lithuania,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Germany,financials.4,financials.4,Financials,Number of lobbyists,1,2,1,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Greece,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Latvia,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Slovenia,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Montenegro,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Peru,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Italy,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Austria,financials.4,financials.4,Financials,Number of lobbyists,1,2,1,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
United Kingdom,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Serbia,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Romania,financials.4,financials.4,Financials,Number of lobbyists,1,2,0,0,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
Belgium,financials.4,financials.4,Financials,Number of lobbyists,1,2,1,1,Updated 2026-05-07pm: raw_score from verbatim Suppl Table 5; weight from verbatim Suppl Table 4.
