source_paper_i,source_id_i,source_text_i,source_paper_j,source_id_j,source_text_j,agreement_count,pair_strength,m1_count,m2_count,m3_count,cross_method_spread
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
FOCAL,descriptors.2,"Contact details provided (eg, Address, telephone and/or website)",pri_2010,disclosure.E1b,Are principals required to disclose their address and phone number?,5,0.5555555555555556,1,1,3,2
FOCAL,timeliness.2,"Lobbying activities are disclosed close to real time (eg, daily)",OpenSecrets,timely_disclosure,Is there timely disclosure (frequency/timing of lobbying activity reports),5,0.5555555555555556,1,1,3,2
FOCAL,timeliness.1,"Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily)",HiredGuns,Q38,How often are lobby lists updated?,5,0.5555555555555556,1,1,3,2
FOCAL,descriptors.2,"Contact details provided (eg, Address, telephone and/or website)",pri_2010,disclosure.E2b,Are lobbyists required to disclose their address and phone number?,5,0.5555555555555556,1,1,3,2
FOCAL,relationships.1,Client list (for all consultant lobbyists and firms),HiredGuns,Q9,Is a lobbyist required to identify by name each employer on the registration form?,5,0.5555555555555556,1,1,3,2
FOCAL,descriptors.3,"Legal form (eg, public, private, not-for-profit, NGO, government)",pri_2010,disclosure.E2e,Are lobbyists required to disclose the nature of the principal's business (public or private)?,5,0.5555555555555556,1,1,3,2
FOCAL,descriptors.3,"Legal form (eg, public, private, not-for-profit, NGO, government)",pri_2010,disclosure.E1e,Are principals required to disclose the nature of the business (public or private)?,5,0.5555555555555556,1,1,3,2
FOCAL,contact_log.9,Topics/issues discussed,pri_2010,disclosure.E2g_i,Are lobbyists required to disclose information on the issue lobbied by the general issues lobbied?,5,0.5555555555555556,1,1,3,2
HiredGuns,Q9,Is a lobbyist required to identify by name each employer on the registration form?,pri_2010,disclosure.E2c,Are lobbyists required to disclose the names of all the principals represented?,5,0.5555555555555556,1,1,3,2
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,pri_2010,accessibility.Q2,The state has a dedicated website for lobbying information.,5,0.5555555555555556,1,1,3,2
FOCAL,contact_log.9,Topics/issues discussed,pri_2010,disclosure.E1g_i,Are principals required to disclose information on the issue lobbied by the general issues lobbied?,5,0.5555555555555556,1,1,3,2
pri_2010,disclosure.E1b,Are principals required to disclose their address and phone number?,pri_2010,disclosure.E2b,Are lobbyists required to disclose their address and phone number?,5,0.5555555555555556,1,1,3,2
pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,pri_2010,disclosure.D2_value,Percentage threshold value for time-threshold exemption.,3,0.3333333333333333,1,0,2,2
pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,pri_2010,disclosure.D1_value,Dollar threshold value (USD) for financial-threshold exemption.,3,0.3333333333333333,1,0,2,2
pri_2010,disclosure.E1e,Are principals required to disclose the nature of the business (public or private)?,pri_2010,disclosure.E2e,Are lobbyists required to disclose the nature of the principal's business (public or private)?,5,0.5555555555555556,1,1,3,2
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,pri_2010,accessibility.Q4,At least some current lobbying data/information available on the website for the most recent year.,3,0.3333333333333333,1,0,2,2
HiredGuns,Q32,Location/format of spending reports,pri_2010,accessibility.Q1,"At least some lobbying data available (in any format) either by request (email, telephone, fax, etc.) or anonymously (web-based).",3,0.3333333333333333,1,0,2,2
HiredGuns,Q32,Location/format of spending reports,pri_2010,accessibility.Q2,The state has a dedicated website for lobbying information.,3,0.3333333333333333,1,0,2,2
pri_2010,disclosure.D1_value,Dollar threshold value (USD) for financial-threshold exemption.,pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,3,0.3333333333333333,1,0,2,2
pri_2010,disclosure.D1_value,Dollar threshold value (USD) for financial-threshold exemption.,pri_2010,disclosure.D2_value,Percentage threshold value for time-threshold exemption.,3,0.3333333333333333,1,0,2,2
pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,pri_2010,disclosure.D2_value,Percentage threshold value for time-threshold exemption.,3,0.3333333333333333,1,0,2,2
Sunlight,expenditure_reporting_thresholds,Expenditure Reporting Thresholds,pri_2010,disclosure.D0,Does the law include a materiality test (ability to exempt) for coverage in disclosure regulations?,3,0.3333333333333333,1,0,2,2
