source_paper_i,source_id_i,source_text_i,source_paper_j,source_id_j,source_text_j,agreement_count,pair_strength,m1_count,m2_count,m3_count,cross_method_spread
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,3,0.3333333333333333,0,0,3,3
FOCAL,scope.1,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees",pri_2010,disclosure.A3,Principals who employ a lobbyist.,2,0.2222222222222222,1,0,1,1
FOCAL,timeliness.1,"Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily)",HiredGuns,Q7,Within how many days must a lobbyist notify the oversight agency of changes in registration?,2,0.2222222222222222,0,1,1,1
FOCAL,openness.1,Lobbyist register is online,pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,2,0.2222222222222222,1,0,1,1
FOCAL,financials.1,Total lobbying income (for consultant lobbyists/lobby firms),pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
FOCAL,financials.1,Total lobbying income (for consultant lobbyists/lobby firms),pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
FOCAL,financials.7,Compensated/uncompensated lobbying activities,HiredGuns,Q10,"Is a lobbyist required to include on the registration form any additional information about the type of lobbying work he or she does (i.e., compensated or non-compensated/contract or salaried)?",2,0.2222222222222222,0,1,1,1
FOCAL,financials.10,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made",HiredGuns,Q23,What is the statutory provision for a lobbyist giving and reporting gifts?,2,0.2222222222222222,0,1,1,1
FOCAL,contact_log.5,Date,HiredGuns,Q18,Is the date of the itemized expenditure required to be reported?,2,0.2222222222222222,1,0,1,1
FOCAL,contact_log.11,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc",Newmark2005,disc_legislative_admin_action_to_influence,legislative/administrative action seeking to influence,2,0.2222222222222222,1,0,1,1
FOCAL,contact_log.11,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc",Newmark2017,disclosure.influence_legislation_or_admin,Disclosure required: seeking to influence legislation or administrative action,2,0.2222222222222222,1,0,1,1
HiredGuns,Q11,Is a lobbyist required to ﬁle a spending report?,Sunlight,lobbyist_activity,Lobbyist Activity,2,0.2222222222222222,1,1,0,1
HiredGuns,Q11,Is a lobbyist required to ﬁle a spending report?,pri_2010,disclosure.E2a,Are lobbyists required to disclose?,2,0.2222222222222222,0,1,1,1
HiredGuns,Q13,Is compensation/salary required to be reported by a lobbyist on spending reports?,pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
HiredGuns,Q13,Is compensation/salary required to be reported by a lobbyist on spending reports?,pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
HiredGuns,Q20,Is subject matter or bill number to be addressed by a lobbyist required on spending reports?,Opheim,disclosure.legislation_supported_or_opposed,legislation approved or opposed by the lobbyist,2,0.2222222222222222,1,1,0,1
HiredGuns,Q21,Is spending on household members of public ofﬁcials by a lobbyist required to be reported?,HiredGuns,Q23,What is the statutory provision for a lobbyist giving and reporting gifts?,2,0.2222222222222222,1,0,1,1
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,Newmark2005,disc_total_compensation,total compensation received,2,0.2222222222222222,1,1,0,1
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,2,0.2222222222222222,1,1,0,1
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,Opheim,disclosure.total_income,total income,2,0.2222222222222222,1,1,0,1
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,Sunlight,lobbyist_compensation,Lobbyist Compensation,2,0.2222222222222222,1,1,0,1
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,2,0.2222222222222222,1,0,1,1
HiredGuns,Q32,Location/format of spending reports,OpenSecrets,public_availability_total,"How easily can the public access disclosed information (composite of three sub-facets, total 5 points)",2,0.2222222222222222,1,0,1,1
HiredGuns,Q32,Location/format of spending reports,Sunlight,document_accessibility,Document Accessibility,2,0.2222222222222222,1,0,1,1
HiredGuns,Q32,Location/format of spending reports,pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,2,0.2222222222222222,1,0,1,1
Newmark2005,disc_total_compensation,total compensation received,pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
Newmark2005,disc_total_compensation,total compensation received,pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
Opheim,disclosure.total_income,total income,pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
Opheim,disclosure.total_income,total income,pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
Sunlight,lobbyist_compensation,Lobbyist Compensation,pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
Sunlight,lobbyist_compensation,Lobbyist Compensation,pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,2,0.2222222222222222,0,1,1,1
pri_2010,accessibility.Q1,"At least some lobbying data available (in any format) either by request (email, telephone, fax, etc.) or anonymously (web-based).",pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,2,0.2222222222222222,1,0,1,1
pri_2010,accessibility.Q2,The state has a dedicated website for lobbying information.,pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,2,0.2222222222222222,1,0,1,1
pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,pri_2010,accessibility.Q4,At least some current lobbying data/information available on the website for the most recent year.,2,0.2222222222222222,1,0,1,1
pri_2010,disclosure.A1,Lobbyists.,pri_2010,disclosure.A2,Volunteer lobbyists.,2,0.2222222222222222,1,0,1,1
pri_2010,disclosure.A1,Lobbyists.,pri_2010,disclosure.A3,Principals who employ a lobbyist.,2,0.2222222222222222,1,0,1,1
pri_2010,disclosure.A1,Lobbyists.,pri_2010,disclosure.A11,"Public entities, other than government agencies.",2,0.2222222222222222,1,0,1,1
pri_2010,disclosure.A3,Principals who employ a lobbyist.,pri_2010,disclosure.A4,Lobbying firms.,2,0.2222222222222222,1,0,1,1
