principal_id	id	name	source_state	classification	legal_form	sector	contact_details_json	ceo_name	business_or_interest	lobbying_interests_prose
11413	WI-principal-11413	Wisconsin Alumni Research Foundation	WI				"[{""type"":""address"",""value"":""614 Walnut Street, 13th Floor\nMadison, WI 53726"",""note"":""""},{""type"":""phone"",""value"":""(608) 890-1491"",""note"":""""},{""type"":""email"",""value"":""jyasirimoe@warf.org"",""note"":""""},{""type"":""website"",""value"":""http://www.warf.org"",""note"":""""}]"		Patent and licensing organization for the University of Wisconsin-Madison	Research, innovation, entrepreneurship, technology transfer and intellectual property
11414	WI-principal-11414	American Massage Therapy Association, Wisconsin Chapter	WI				"[{""type"":""address"",""value"":""PO Box 1944\nmilwaukee, WI 53201"",""note"":""""},{""type"":""phone"",""value"":""(414) 793-4828"",""note"":""""},{""type"":""email"",""value"":""jeffamtawi@gmail.com"",""note"":""""},{""type"":""website"",""value"":""http://www.amtawi.org"",""note"":""""}]"	Jeffrey  Montoya	Massage Therapy	Updating Wisconsin law regarding the regulation and licensing of massage therapists and bodyworkers.
11415	WI-principal-11415	Wisconsin Reading Corps	WI				"[{""type"":""address"",""value"":""1100 S 5th Street\nMilwaukee, WI 53204"",""note"":""""},{""type"":""phone"",""value"":""(414) 269-2554"",""note"":""""},{""type"":""email"",""value"":""eric.hoffman@servetogrow.org"",""note"":""""}]"		Work with schools to help students catch up from the COVID slide through online and in-person tutoring	Early literacy and numeracy tutoring prevention
11416	WI-principal-11416	WISHIN	WI				"[{""type"":""address"",""value"":""5510 Research Park Drive\nFitchburg, WI 53711"",""note"":""""},{""type"":""phone"",""value"":""(608) 268-1844"",""note"":""""},{""type"":""email"",""value"":""srottmann@wishin.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wishin.org"",""note"":""""}]"		Health care information technology	Medicaid, public health, information-technology policies
11417	WI-principal-11417	First Choice Dental Group	WI				"[{""type"":""address"",""value"":""440 Science Drive Suite 100\nMadison, WI 53711"",""note"":""""},{""type"":""phone"",""value"":""(608)8331100"",""note"":""""},{""type"":""email"",""value"":""kklagos@firstchoicedental.com"",""note"":""""},{""type"":""website"",""value"":""https://www.firstchoicedental.com/"",""note"":""""}]"	Kevin Klagos	Practice of dentistry; safety; public health; responsibilities on unlicensed persons in the area of dentistry; the uninsured; and dental hygiene.	Regulation of the practice of dentistry; safety; public health; oral health, responsibilities on unlicensed persons in the area of dentistry; insurance benefits, the uninsured; and dental hygiene.
11418	WI-principal-11418	Lakes at Stake Wisconsin	WI				"[{""type"":""address"",""value"":""9800 Stonegate Road\nCedarburg , wi 53012"",""note"":""""},{""type"":""phone"",""value"":""4143338227"",""note"":""""},{""type"":""email"",""value"":""joseph.garstecki@gmail.com"",""note"":""""},{""type"":""website"",""value"":""http://lakesatstake.org"",""note"":""""}]"		The statewide association supports the interests of boaters, fisherman, kayakers, swimmers, sailors, property owners, and the tourism industry.	We are seeking the means to regulate devices on boats that can create large, enhanced wakes. Our concern is with the artificial enhancement of a wake through the use of ballast and other mechanical devices.
11419	WI-principal-11419	Wisconsin Industrial Energy Group Inc	WI				"[{""type"":""address"",""value"":""44 E Mifflin Street, Suite 404\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 441-5740"",""note"":""""},{""type"":""email"",""value"":""tstuart@wieg.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wieg.org"",""note"":""""}]"	Marco Gonzalez	Large industrial end users of electricity and natural gas.	Advocacy for large industrial end users of natural gas and electricity.  WIEG lobbies the legislature and intervenes with regulators.
11420	WI-principal-11420	Wisconsin Dairy Alliance	WI				"[{""type"":""address"",""value"":""18814 TWIN BAY LANE\nKIEL, WI 53042"",""note"":""""},{""type"":""phone"",""value"":""(920) 254-3999"",""note"":""""},{""type"":""email"",""value"":""cjetzer@ldsinc.biz"",""note"":""""},{""type"":""website"",""value"":""http://wisconsindairyalliance.org"",""note"":""""}]"	Cynthia Leitner	The financial support is provided by Members and Allied Industry Professionals in the dairy industry.	Environmental regulations and policy and  other policy matters that impact the growth and expansion of the Wisconsin dairy industry.
11421	WI-principal-11421	Venture Dairy Coop	WI				"[{""type"":""address"",""value"":""310 N Division Street\nLoyal, WI 54446"",""note"":""""},{""type"":""phone"",""value"":""(715) 797-7796"",""note"":""""},{""type"":""email"",""value"":""kim@aginspirations.com"",""note"":""""},{""type"":""website"",""value"":""https://www.venturedairycoop.com/"",""note"":""""}]"	Kim Bremmer	Venture Dairy Coop represents dairy farmers and provides advocacy at the State Capitol to improve the bottom line for farmers. Venture Dairy Coop provides milk verification sampling at proprietary milk plants. Venture Dairy Coop represents Wisconsin’s farmers and agricultural industry as a whole including the dairy industry, food processing, and the related environmental, energy, public health, and agricultural banking and insurance sectors.	Legislation and administrative rules affecting agriculture including environmental, energy, and public health standards imposed on farmers.
11422	WI-principal-11422	State Farm Insurance Companies	WI				"[{""type"":""address"",""value"":""1 State Farm Plaza, A-3\nBloomington, IL 61710"",""note"":""""},{""type"":""phone"",""value"":""(309)-660-1988"",""note"":""""},{""type"":""email"",""value"":""courtney.thomas.ux0g@statefarm.com"",""note"":""""},{""type"":""website"",""value"":""http://www.statefarm.com"",""note"":""""}]"	Jon Farney	Insurance and Financial Services	Legislation and rules that pertain to regulation of insurance and financial services, as well as any areas that affect the legal environment.
11423	WI-principal-11423	Wisconsin Association of Hematology and Oncology	WI				"[{""type"":""address"",""value"":""1801 Research Boulevard, Suite 400\nRockville, MD 20850"",""note"":""""},{""type"":""phone"",""value"":""301.984.9496 x 219"",""note"":""""},{""type"":""email"",""value"":""Labankert@accc-cancer.org"",""note"":""""},{""type"":""website"",""value"":""https://www.accc-cancer.org/state-societies/Wiscon"",""note"":""""}]"	Lu Anne  Bankert	The Wisconsin Association of Hematology and Oncology (WAHO) is the largest oncology professional organization in the state. WAHO comprises a powerful community of oncologists, nurse practitioners, physician assistants, pharmacists, and other multidisciplinary care providers involved in the treatment of patients with cancer.	Advocate on state legislative issues impacting patient access to care and best practices in cancer care delivery.
11424	WI-principal-11424	Bell Ambulance, Inc.	WI				"[{""type"":""address"",""value"":""549 E Wilson St\nMilwaukee, WI 53207"",""note"":""""},{""type"":""phone"",""value"":""(414) 486-2000"",""note"":""""},{""type"":""email"",""value"":""WJurecki@264Bell.com"",""note"":""""},{""type"":""website"",""value"":""http://www.264Bell.com"",""note"":""""}]"	R Zehetner	Ambulance services	Healthcare and EMS regulations and reimbursement, particularly Medicaid related.
11425	WI-principal-11425	Professional Ambulance Association of Wisconsin	WI				"[{""type"":""address"",""value"":""13665 Acre View Dr\nBrookfield, WI 53005"",""note"":""""},{""type"":""phone"",""value"":""(414) 349-3732"",""note"":""""},{""type"":""email"",""value"":""canderson@264bell.com"",""note"":""""},{""type"":""website"",""value"":""http://www.paaw.us"",""note"":""""}]"	Christopher Anderson	Emergency and non-emergency delivery of ambulance service.	Assist in development of legislation regarding Emergency Medical Services.
11426	WI-principal-11426	Pfizer Inc.	WI				"[{""type"":""address"",""value"":""c/o Politicom Law LLP, 28 Liberty Ship Way, Suite 2815\nSausalito, CA 94965"",""note"":""""},{""type"":""phone"",""value"":""(415) 903-2800"",""note"":""""},{""type"":""email"",""value"":""jskelton@politicomlaw.com"",""note"":""""},{""type"":""website"",""value"":""http://www.pfizer.com"",""note"":""""}]"	Albert Bourla	Pharmaceutical manufacturing and healthcare.	All matters affecting the pharmaceutical manufacturing and healthcare industries
11427	WI-principal-11427	Johnson Controls Inc	WI				"[{""type"":""address"",""value"":""5757 N. Green Bay Ave.\nMilwaukee, WI 53209"",""note"":""""},{""type"":""phone"",""value"":""(414) 339-4667"",""note"":""""},{""type"":""email"",""value"":""sutton.a.plombon@jci.com"",""note"":""""},{""type"":""website"",""value"":""http://www.johnsoncontrols.com"",""note"":""""}]"	Christopher Osborne	Creating products, services and solutions to optimize energy and operational efficiencies.	Matters related to performance contracting by state and local government and matters related to state energy efficiency goals and financing.
11428	WI-principal-11428	Pediatric Home Respiratory Services, LLC dba Pediatric Home Service	WI				"[{""type"":""address"",""value"":""2800 Cleveland Avenue North\nRoseville, MN 55113"",""note"":""""},{""type"":""phone"",""value"":""(651) 604-5165"",""note"":""""},{""type"":""email"",""value"":""ckzehnder@pediatrichomeservice.com"",""note"":""""},{""type"":""website"",""value"":""http://www.pediatrichomeservice.com"",""note"":""""}]"	Adam  Nielsen	Children’s home health care agency providing comprehensive pediatric home care services.	"Health care issues - Medicaid reimbursements
Business issues"
11429	WI-principal-11429	Critical Response Group	WI				"[{""type"":""address"",""value"":""850 Bear Tavern Road Ste. 303\nEwing , NJ 08628"",""note"":""""},{""type"":""phone"",""value"":""(160) 822-0747 x8"",""note"":""""},{""type"":""email"",""value"":""jhanson@crgplans.com"",""note"":""""},{""type"":""website"",""value"":""http://www.crgplans.com"",""note"":""""}]"	Mike  Rodgers	Innovative technology and training techniques to increase local, state of national security preparedness.	Matters that impact public safety, school safety, first responders and local and state emergency preparedness.
11430	WI-principal-11430	UCB, Inc.	WI				"[{""type"":""address"",""value"":""c/o 28 Liberty Ship Way, Suite 2815\nSausalito, CA 94965"",""note"":""""},{""type"":""phone"",""value"":""(415) 903-2800"",""note"":""""},{""type"":""email"",""value"":""ucb@politicomlaw.com"",""note"":""""},{""type"":""website"",""value"":""http://www.ucb-usa.com"",""note"":""""}]"	Jean-Christophe Tellier	Pharmaceuticals	Matters affecting the pharmaceuticals and health care industries
11431	WI-principal-11431	Deloitte Consulting LLP	WI				"[{""type"":""address"",""value"":""834 E. Washington Avenue, Suite 337\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 283-3030"",""note"":""""},{""type"":""email"",""value"":""DLPOLRPTS4@skadden.com"",""note"":""""},{""type"":""website"",""value"":""http://www.deloitte.com"",""note"":""""}]"	Joe  Ucuzoglu	Consulting	Matters related to public sector consulting.
11432	WI-principal-11432	Domtar Paper Company LLC	WI				"[{""type"":""address"",""value"":""200 North Grand\nRothschild, WI 54474"",""note"":""""},{""type"":""phone"",""value"":""7153556363"",""note"":""""},{""type"":""email"",""value"":""Dave.Faucett@domtar.com"",""note"":""""},{""type"":""website"",""value"":""https://www.domtar.com/"",""note"":""""}]"	Steve Henry	Domtar is a leading, privately held manufacturer of diversified forest products, with a workforce of about 14,000 employees in more than 60 locations across North America.	Issues dealing with the manufacturing of diversified forest products,
11434	WI-principal-11434	All Aboard Wisconsin	WI				"[{""type"":""address"",""value"":""130 Lakewood Blvd.\nMadison, wi 53704"",""note"":""""},{""type"":""phone"",""value"":""(608) 219-5237"",""note"":""""},{""type"":""email"",""value"":""gary.goyke@gmail.com"",""note"":""""}]"	Nona Hill	All Aboard Wisconsin is an alliance of organizations and individuals promoting all connecting transit modes with passenger rail, improving freight rail systems and insuring these systems are a statewide integral part of Wisconsin's and the nations transportation network.	All Aboard Wisconsin will monitor all areas of  state administrative, executive and legislative policies relating to public transportation, passenger rail, and freight rail services.  We will advocate for expanding and improving these critical programs including keeping public transit in the segregated transportation fund, developing a state rail plan, improving the safely and efficiency of our freight rail systems, increasing the frequency of passenger rail service and supporting efforts for the creations and implementation of regional transit authorities.
11435	WI-principal-11435	Kelmann Restoration	WI				"[{""type"":""address"",""value"":""12001 West Dearbourn Avenue\nWauwatosa, WI 53226"",""note"":""""},{""type"":""phone"",""value"":""(414) 727-3623"",""note"":""""},{""type"":""email"",""value"":""tkelly@kelmann.com"",""note"":""""},{""type"":""website"",""value"":""http://kelmann.com"",""note"":""""}]"	Tom Kelly	Provider of fire, water, wind and other disaster property recovery services in Wisconsin.	Business interests dealing with disaster cleanup. This includes, but is not limited to, issues around fire, water, wind and other disaster property recovery issues.
11438	WI-principal-11438	Wisconsin School Bus Association	WI				"[{""type"":""address"",""value"":""3980 River Rd\nWisconsin Dells, WI 53965"",""note"":""""},{""type"":""phone"",""value"":""(608) 514-5470"",""note"":""""},{""type"":""email"",""value"":""cherie@wi-sba.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wi-sba.org"",""note"":""""}]"	Cherie Hime	PROMOTION OF SAFE SCHOOL BUS OPERATIONS FOR SCHOOL BUS COMPANIES, SCHOOL DISTRICTS, AND TRANSPORTATION STAFF THROUGH EDUCATIONAL SEMINARS AND CONVENTIONS.	Education and enforcement associated with illegal passing of a stopped school bus. Commercial drivers license procedures and policies. School bus equipment options and standards. Any proposed bills or policies that may arise affecting business and/or school bus operations.
11439	WI-principal-11439	PROFS	WI				"[{""type"":""address"",""value"":""258 Bascom Hall, 500 Lincoln Drive\nMadison, WI 53706"",""note"":""""},{""type"":""phone"",""value"":""(608) 263-9273"",""note"":""""},{""type"":""email"",""value"":""mfelber@secfac.wisc.edu"",""note"":""""},{""type"":""website"",""value"":""http://www.profs.wisc.edu"",""note"":""""}]"	Michael Bernard-Donals	Lobbying and public relations on matters important to UW Madison faculty.	All matters pertaining to university faculty, higher education, UW System, and UW-Madison.
11440	WI-principal-11440	SchoolHouse Connection	WI				"[{""type"":""address"",""value"":""4401A Connecticut Avenue NW, #145\nWashington, DC 20008"",""note"":""""},{""type"":""phone"",""value"":""202-364-7392"",""note"":""""},{""type"":""email"",""value"":""rodd@schoolhouseconnection.org"",""note"":""""},{""type"":""website"",""value"":""http://schoolhouseconnection.org"",""note"":""""}]"		SchoolHouse Connection is a nonpartisan nonprofit that works to address child, youth and young adult homelessness through education. That work includes pursuing state policy reform that increases access to resources and essential supports that youth experiencing homelessness and their families need to thrive.	In Wisconsin, our state policy team is working to improve access to medical care and other basic needs that youth experiencing homelessness require to maintain their health, safety and well-being.
11441	WI-principal-11441	Wisconsin Car Rental Alliance	WI				"[{""type"":""address"",""value"":""110 East Main Street, Suite 720\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""608-444-3727"",""note"":""""},{""type"":""email"",""value"":""jack@omearapublicaffairs.com"",""note"":""""},{""type"":""website"",""value"":""https://www.wicra.us"",""note"":""""}]"	David  Cuene	Independent and franchised operators engaged in short-term auto rentals.	Legislative and regulatory matters affecting the conduct of the car rental business in Wisconsin.
11442	WI-principal-11442	Market & Johnson, Inc.	WI				"[{""type"":""address"",""value"":""P.O. Box 630\nEau Claire, WI 54702"",""note"":""""},{""type"":""phone"",""value"":""715-834-1213"",""note"":""""},{""type"":""email"",""value"":""cellingson@market-johnson.com"",""note"":""""},{""type"":""website"",""value"":""https://market-johnson.com/"",""note"":""""}]"	Kevin Renley	General contracting and construction management.	All matters relating to the construction industry, regulation, and labor.
11444	WI-principal-11444	Central Wisconsin Manufacturing Alliance (CWIMA, Inc.)	WI				"[{""type"":""address"",""value"":""501 First Street, Suite 8000\nWausau, WI 54403"",""note"":""""},{""type"":""phone"",""value"":""715-218-4079"",""note"":""""},{""type"":""email"",""value"":""contact@cwimamfg.com"",""note"":""""},{""type"":""website"",""value"":""http://www.cwimamfg.com"",""note"":""""}]"	Jim Waldron	The Central Wisconsin Manufacturing Alliance (CWIMA, pronounced “swima”) exists to share valuable resources, events, and unified voice to promote manufacturing in Central Wisconsin.	Monitor and engage on matters relating to manufacturing education and curricula, youth apprenticeship programs, and rural workforce development.
11445	WI-principal-11445	Fraser Industries	WI				"[{""type"":""address"",""value"":""1 Clough Avenue\nSuperior, WI 54880"",""note"":""""},{""type"":""phone"",""value"":""7153947787"",""note"":""""},{""type"":""email"",""value"":""pkelly@frasershipyards.com"",""note"":""""},{""type"":""website"",""value"":""https://frasershipyards.com/"",""note"":""""}]"	Patrick Kelly	Shipbuilding, repair, maintenance; maritime terminal operations; engineering.	Monitoring and communicating on matters of taxation and regulation impacting Fraser Industries and its subsidiaries; Fraser Shipyards, Lake Assault Boats, Northern Engineering Co., Fraser Terminal.
11450	WI-principal-11450	Disability Rights Wisconsin	WI				"[{""type"":""address"",""value"":""1502 West Broadway, Suite 201\nMadison, WI 53713"",""note"":""""},{""type"":""phone"",""value"":""(608) 267-0214"",""note"":""""},{""type"":""email"",""value"":""lisah@drwi.org"",""note"":""""},{""type"":""website"",""value"":""http://DRWI.org"",""note"":""""}]"		Persons with disabilities and their families in Wisconsin.	Health, social services, voting, child welfare, education, civil rights, guardianship, commitment, mental health, long-term care, treatment facilities, Criminal justice system and corrections, employment, housing, public accommodations,  transportation, Medicaid, other programs and services related to persons with disabilities, including sensory disabilities, and mental illness.
11451	WI-principal-11451	Microsoft Corporation	WI				"[{""type"":""address"",""value"":""1 Memorial Dr\nCambridge, MA 02142"",""note"":""""},{""type"":""phone"",""value"":""857-453-6225"",""note"":""""},{""type"":""email"",""value"":""brianb@microsoft.com"",""note"":""""}]"	Satya Nadella	Information Technology	Information Technology
11452	WI-principal-11452	Cystic Fibrosis Foundation	WI				"[{""type"":""address"",""value"":""4550 Montgomery Avenue, Suite 1100N\nBethesda, MD 20814"",""note"":""""},{""type"":""phone"",""value"":""(301) 841-2632"",""note"":""""},{""type"":""email"",""value"":""swebster-mellon@cff.org"",""note"":""""}]"		We are a donor-funded, 501(c)(3) nonprofit that is fully accredited by the Better Business Bureau's (BBB) Wise Giving Alliance program.	All matters relating to research, care, and support for people with cystic fibrosis and their families including issues such as Medicaid, Drug Formularies, Chronic Disease Program, Newborn Screening, Insurance, and Organ Donation.
11456	WI-principal-11456	Mayo Clinic Health System	WI				"[{""type"":""address"",""value"":""700 West Ave South\nLa Crosse, WI 54601"",""note"":""""},{""type"":""phone"",""value"":""(608) 392-9710"",""note"":""""},{""type"":""email"",""value"":""Shilling.Jennifer@mayo.edu"",""note"":""""},{""type"":""website"",""value"":""http://www.mayo.edu"",""note"":""""}]"	Gianrico Farrugia, M.D.	Integrated health care delivery system.	Health care reform; Medicaid; BadgerCare Plus; Physician practice; hospitals; workforce development.
11458	WI-principal-11458	Wisconsin Association for Justice	WI				"[{""type"":""address"",""value"":""10 W Mifflin ST #201\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 210-3390"",""note"":""""},{""type"":""email"",""value"":""broessler@wisjustice.org"",""note"":""""},{""type"":""website"",""value"":""http://www.wisjustice.org"",""note"":""""}]"	Al Foeckler	Trial lawyers	Proposals relating to court procedures, insurance and access to the civil justice system.
11459	WI-principal-11459	AAA Wisconsin	WI				"[{""type"":""address"",""value"":""120 N. Washington Square, Suite 802\nLansing, MI 48933"",""note"":""""},{""type"":""phone"",""value"":""(517) 487-5901"",""note"":""""},{""type"":""email"",""value"":""hkdrake@acg.aaa.com"",""note"":""""},{""type"":""website"",""value"":""http://www.aaa.com"",""note"":""""}]"		Users of Wisconsin roads, highways and interstates, including drivers and passengers	Automobile transportation and travel-related matters, with attendant environmental quality and safety standards.  Matters related to the safety, financing, environmental influence and insurance of automobile transportation and other forms of travel.
11460	WI-principal-11460	Enterprise Rent A Car Company of Wisconsin, LLC and its Affiliates DBA Enterprise Mobility	WI				"[{""type"":""address"",""value"":""S17 W22650 Lincoln Ave\nWaukesha, WI 53187"",""note"":""""},{""type"":""phone"",""value"":""(262) 544-8501"",""note"":""""},{""type"":""email"",""value"":""jean.m.stvil@em.com"",""note"":""""},{""type"":""website"",""value"":""http://www.enterprise.com"",""note"":""""}]"	Andrew Taylor	Car and truck rentals, fleet management, car sharing services.	Legislative or regulatory matters affecting the car rental industry in Wisconsin
11461	WI-principal-11461	Novartis Pharmaceuticals Corporation	WI				"[{""type"":""address"",""value"":""One Health Plaza, Bldg. 401-433\nEast Hanover, NJ 07936"",""note"":""""},{""type"":""phone"",""value"":""973-865-9645"",""note"":""""},{""type"":""email"",""value"":""michael.waller@novartis.com"",""note"":""""},{""type"":""website"",""value"":""https://www.novartis.com/"",""note"":""""}]"	Vas  Narasimhan	Pharmaceuticals	Healthcare, Pharmaceuticals
11462	WI-principal-11462	Wisconsin State Telecommunications Association	WI				"[{""type"":""address"",""value"":""1502 W Broadway, Suite 102\nMonona, WI 53713"",""note"":""""},{""type"":""phone"",""value"":""(608) 256-8866 x2451"",""note"":""""},{""type"":""email"",""value"":""bill.esbeck@wsta.info"",""note"":""""},{""type"":""website"",""value"":""http://www.wsta.info"",""note"":""""}]"	William C. Esbeck	Telecommunications-local exchange carriers, wireless and internet and video service providers.	Legislation regarding the taxation or regulation of telecommunications, broadband, video and internet services.
11464	WI-principal-11464	National Insurance Crime Bureau	WI				"[{""type"":""address"",""value"":""1515 West 22nd Street, Suite 1300W\nOak Brook, IL 60523"",""note"":""""},{""type"":""phone"",""value"":""(847) 772-7667"",""note"":""""},{""type"":""email"",""value"":""csepich@nicb.org"",""note"":""""},{""type"":""website"",""value"":""http://www.nicb.org"",""note"":""""}]"		Insurance fraud, insurance crimes, data privacy.	Insurance crimes, insurance fraud, law enforcement issues, data privacy.
11465	WI-principal-11465	Retail Services & Systems, Inc. d/b/a Total Wine & More	WI				"[{""type"":""address"",""value"":""6600 Rockledge Drive, Suite 150\nBethesda, MD 20817"",""note"":""""},{""type"":""phone"",""value"":""7732139155"",""note"":""""},{""type"":""email"",""value"":""mbaker2@totalwine.com"",""note"":""""},{""type"":""website"",""value"":""http://www.totalwine.com"",""note"":""""}]"	Kevin  Peters	Retailer of wine, spirits, fermented malt beverages and cigars.	Legislation related to alcohol beverage retailers and licensing
11467	WI-principal-11467	GlaxoSmithKline Inc	WI				"[{""type"":""address"",""value"":""47 W. Division Street, #234\nChicago, IL 60610"",""note"":""""},{""type"":""phone"",""value"":""(312) 504-4080"",""note"":""""},{""type"":""email"",""value"":""sandra.e.benen@gsk.com"",""note"":""""},{""type"":""website"",""value"":""http://www.gsk.com"",""note"":""""}]"	Emma Wamsly	Pharmaceutical Manufacturer.	Lobby areas of healthcare, wellness, and pharmaceutical issues.
11468	WI-principal-11468	Lake States Lumber Association	WI				"[{""type"":""address"",""value"":""337 Superior Avenue\nCrystal Falls, MI 49920"",""note"":""""},{""type"":""phone"",""value"":""(920)884-0409"",""note"":""""},{""type"":""email"",""value"":""lsla@lsla.com"",""note"":""""},{""type"":""website"",""value"":""http://lsla.com/"",""note"":""""}]"	James Maltese	All areas related to the forest products industry.	All areas relating to the forest  products industry .
11469	WI-principal-11469	Wisconsin Beer Distributors Association Inc	WI				"[{""type"":""address"",""value"":""220 S Hamilton Street\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 512-1280"",""note"":""""},{""type"":""email"",""value"":""nr@thekammergroup.com"",""note"":""""}]"	Nels Rude	Represents Wisconsin-permitted beer distribution companies.	Policies, statutes or regulations affecting the production, distribution, sale and consumption of beverage alcohol, as well as general business issues.
11470	WI-principal-11470	Municipal Electric Utilities of Wisconsin	WI				"[{""type"":""address"",""value"":""725 Lois Dr\nSun Prairie, WI 53590"",""note"":""""},{""type"":""phone"",""value"":""608-837-2263"",""note"":""""},{""type"":""email"",""value"":""theinrich@meuw.org"",""note"":""""}]"	Tim Heinrich	Municipally owned electric utilities	Legislation and administrative rules that affect the operation of municipally owned electric utilities and local governmental operations including but not limited to rules before the Public Service Commission of Wisconsin and the DNR
11471	WI-principal-11471	Vireo Health, Inc.	WI				"[{""type"":""address"",""value"":""207 South 9th Street\nMinneapolis, MN 55402"",""note"":""""},{""type"":""phone"",""value"":""612-999-1606"",""note"":""""},{""type"":""email"",""value"":""andrewrausch@vireohealth.com"",""note"":""""}]"	Kyle Kingsley, MD	Vireo Health, Inc. is a Delaware corporation interested in the pursuit of medical cannabis licenses in the state of Wisconsin.	Regulation of medical cannabis.
11472	WI-principal-11472	Wisconsin Ready Mixed Concrete Association	WI				"[{""type"":""address"",""value"":""220 S Hamilton Street\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 512-1291"",""note"":""""},{""type"":""email"",""value"":""cschwenn@wrmca.com"",""note"":""""},{""type"":""website"",""value"":""http://www.wrmca.com"",""note"":""""}]"	Mike Rivecca	Ready mixed concrete industry in Wisconsin.	The association works with the DNR on permitting and air and water quality issues; with the DOT on transportation and concrete related materials specifications; and with the Dept of Revenue on issues relating to taxation of our members and their products and services.
11473	WI-principal-11473	League of Women Voters of Wisconsin, Inc	WI				"[{""type"":""address"",""value"":""612 W Main Street #200\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 256-0827"",""note"":""""},{""type"":""email"",""value"":""dcronmiller@lwvwi.org"",""note"":""""},{""type"":""website"",""value"":""http://www.lwvwi.org"",""note"":""""}]"		The League of Women Voters is a nonpartisan organization that advocates for participation in government. We advocate for positions that are voted upon by our members after study and consensus.	Voting rights, election administration, redistricting, campaign finance, healthcare policy, social policy, public education, natural resources, administration of justice, corrections, juvenile justice. We advocate for positions that are voted upon by our members after study and consensus. The League advocates for positions that are voted upon by our members after study and consensus.
11478	WI-principal-11478	PearsonNA	WI				"[{""type"":""address"",""value"":""1850 M Street\nWashington, DC 20036"",""note"":""""},{""type"":""phone"",""value"":""7712156529"",""note"":""""},{""type"":""email"",""value"":""bria.riepe@pearson.com"",""note"":""""},{""type"":""website"",""value"":""http://www.pearson.com"",""note"":""""}]"	Omar Abbosh	Education services provider	Education services and policy
11480	WI-principal-11480	WISCONSIN CABLE COMMUNICATIONS ASSOCIATION	WI				"[{""type"":""address"",""value"":""22 EAST MIFFLIN STREET, SUITE 1010\nMADISON, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 256-1683"",""note"":""""},{""type"":""email"",""value"":""TEMOORE@TMGA.US"",""note"":""""},{""type"":""website"",""value"":""http://WWW.WICABLE.TV"",""note"":""""}]"	THOMAS E MOORE	WISCONSIN Broadband, Video and Voice (Traditional Cable TV providers).	ANY AND ALL LEGISLATION AND ADMINISTRATIVE RULES WHICH MAY AFFECT THE WISCONSIN CABLE TV AND BROADBAND INDUSTRY.
11481	WI-principal-11481	Wisconsin Financial Services Association	WI				"[{""type"":""address"",""value"":""22 East Mifflin Street. Ste. 1010\nMadison, WI 53703"",""note"":""""},{""type"":""phone"",""value"":""(608) 294-1278"",""note"":""""},{""type"":""email"",""value"":""TEMOORE@TMGA.US"",""note"":""""},{""type"":""website"",""value"":""http://fsawi.org"",""note"":""""}]"	Thomas E Moore	Consumer lending.	Any and all legislation and administrative rules which may affect the consumer finance industry.
11482	WI-principal-11482	Alliance for Automotive Innovation	WI				"[{""type"":""address"",""value"":""1050 K Street, NW, Suite 650\nWashington, DC 20001"",""note"":""""},{""type"":""phone"",""value"":""(202) 326-5500"",""note"":""""},{""type"":""email"",""value"":""autosinnovate@politicomlaw.com"",""note"":""""},{""type"":""website"",""value"":""https://www.autosinnovate.org"",""note"":""""}]"	John Bozzella	Automobile manufacturing.	Representing the common interests of its members on a broad range of public policy issues, including motor vehicle safety and drivability, environmental and energy policies, and warranties and financial matters.
11487	WI-principal-11487	Tavern League of Wisconsin	WI				"[{""type"":""address"",""value"":""11801 W Silver Spring Drive, Suite 200\nMilwaukee, WI 53225"",""note"":""""},{""type"":""phone"",""value"":""608-347-7725"",""note"":""""},{""type"":""email"",""value"":""executivedirector@tlw.org"",""note"":""""},{""type"":""website"",""value"":""http://www.tlw.org"",""note"":""""}]"	Mark Jefferson	Trade association that exclusively represents the interests of licensed beverage retailers in Wisconsin.	Issues related to the state’s alcohol laws and the retail alcohol industry.
11488	WI-principal-11488	Teladoc Health, Inc.	WI				"[{""type"":""address"",""value"":""c/o Politicom Law LLP, 28 Liberty Ship Way, Suite 2815\nSausalito, CA 94965"",""note"":""""},{""type"":""phone"",""value"":""(415) 903-2800"",""note"":""""},{""type"":""email"",""value"":""teladoc@politicomlaw.com"",""note"":""""},{""type"":""website"",""value"":""https://www.teladochealth.com/"",""note"":""""}]"	Charles Deivita III	Online social media	Legislative and regulatory initiatives relating to telemedicine.
