principal_id	bucket	item_id	item_name	item_description	period_label	percent
11518	Legislative Bills/Resolutions	24592	Assembly Bill 25	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 July - December	20%
11518	Legislative Bills/Resolutions	24908	Assembly Bill 174	Relating to: transmission facilities; installation of large wind energy, large solar energy, and battery energy storage systems; installation of light-mitigating technology systems; and prioritizing nuclear energy resources. (FE)	2025 January - June	5%
11518	Topics Not Yet Assigned A Bill Or Rule Number	59275	right of first refusal for electric transmission		2025 January - June	60%
11519	Legislative Bills/Resolutions	25676	Senate Bill 504	Relating to: dental provider network rental by insurance plans.	2025 July - December	70%
11519	Legislative Bills/Resolutions	25796	Assembly Bill 542	Relating to: dental provider network rental by insurance plans.	2025 July - December	25%
11519	Topics Not Yet Assigned A Bill Or Rule Number	59278	proposed federal rules that may modify state insurance regulations of benefits		2025 January - June	40%
11519	Topics Not Yet Assigned A Bill Or Rule Number	59278	proposed federal rules that may modify state insurance regulations of benefits		2025 July - December	5%
11519	Topics Not Yet Assigned A Bill Or Rule Number	62774	dental insurance loss ratio		2025 January - June	20%
11519	Topics Not Yet Assigned A Bill Or Rule Number	62775	modifications to independent contractor regulations		2025 January - June	20%
11519	Topics Not Yet Assigned A Bill Or Rule Number	62776	paid family leave modifications to regulations		2025 January - June	20%
11520	Legislative Bills/Resolutions	24855	Senate Bill 154	Relating to: requiring the Department of Health Services to seek any necessary waiver to prohibit the purchase of candy or soft drinks with FoodShare benefits. (FE)	2025 January - June	20%
11520	Legislative Bills/Resolutions	24855	Senate Bill 154	Relating to: requiring the Department of Health Services to seek any necessary waiver to prohibit the purchase of candy or soft drinks with FoodShare benefits. (FE)	2025 July - December	30%
11520	Legislative Bills/Resolutions	24941	Assembly Bill 180	Relating to: requiring the Department of Health Services to seek any necessary waiver to prohibit the purchase of candy or soft drinks with FoodShare benefits. (FE)	2025 January - June	70%
11520	Legislative Bills/Resolutions	24941	Assembly Bill 180	Relating to: requiring the Department of Health Services to seek any necessary waiver to prohibit the purchase of candy or soft drinks with FoodShare benefits. (FE)	2025 July - December	60%
11521	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	60%
11522	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 January - June	10%
11522	Budget Bill Subjects	1263	Health Services: Medicaid Services		2025 July - December	5%
11522	Budget Bill Subjects	1273	Insurance: Departmentwide		2025 January - June	5%
11522	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 January - June	10%
11522	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 July - December	10%
11522	Legislative Bills/Resolutions	24906	Assembly Bill 173	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 January - June	5%
11522	Legislative Bills/Resolutions	24906	Assembly Bill 173	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 July - December	10%
11522	Legislative Bills/Resolutions	24969	Senate Bill 203	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 January - June	10%
11522	Legislative Bills/Resolutions	24969	Senate Bill 203	Relating to: regulation of pharmacy benefit managers, fiduciary and disclosure requirements on pharmacy benefit managers, and application of prescription drug payments to health insurance cost-sharing requirements. (FE)	2025 July - December	20%
11522	Legislative Bills/Resolutions	25511	Senate Bill 414	Relating to: requiring animal testing facilities and breeders to offer certain dogs and cats for adoption to releasing agencies and providing a penalty. (FE)	2025 July - December	5%
11522	Legislative Bills/Resolutions	25562	Assembly Bill 436	Relating to: requiring animal testing facilities and breeders to offer certain dogs and cats for adoption to releasing agencies and providing a penalty. (FE)	2025 July - December	5%
11522	Topics Not Yet Assigned A Bill Or Rule Number	59284	Prescription Drug Access and Affordability		2025 January - June	5%
11522	Topics Not Yet Assigned A Bill Or Rule Number	59285	340B Program		2025 January - June	5%
11522	Topics Not Yet Assigned A Bill Or Rule Number	59285	340B Program		2025 July - December	5%
11523	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 January - June	10%
11523	Budget Bill Subjects	1237	Building Commission		2025 January - June	5%
11523	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 January - June	5%
11523	Budget Bill Subjects	1351	Safety and Professional Services: Regulation of Industry, Safety and Buildings		2025 January - June	5%
11523	Legislative Bills/Resolutions	24551	Assembly Bill 7	Relating to: requiring local approval for certain wind and solar projects before Public Service Commission approval.	2025 January - June	5%
11523	Legislative Bills/Resolutions	24592	Assembly Bill 25	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	15%
11523	Legislative Bills/Resolutions	24767	Assembly Bill 108	Relating to: a nuclear power siting study and time limits for taking final action on certain certificate of public convenience and necessity applications. (FE)	2025 January - June	10%
11523	Legislative Bills/Resolutions	25068	Assembly Bill 241	Relating to: required ratio of journeyworkers to apprentices in apprenticeship programs and contracts.	2025 January - June	10%
11523	Legislative Bills/Resolutions	25590	Assembly Bill 464	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	5%
11523	Legislative Bills/Resolutions	25592	Assembly Bill 466	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	3%
11523	Legislative Bills/Resolutions	25596	Assembly Bill 470	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	3%
11523	Legislative Bills/Resolutions	25630	Senate Bill 458	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	3%
11523	Legislative Bills/Resolutions	25636	Senate Bill 464	Relating to: state preemption of local employment regulations. (FE)	2025 July - December	3%
11523	Legislative Bills/Resolutions	25637	Senate Bill 465	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	5%
11523	Legislative Bills/Resolutions	25640	Senate Bill 468	Relating to: reducing costs of trade examinations administered by third parties and making an appropriation. (FE)	2025 July - December	5%
11523	Legislative Bills/Resolutions	25662	Senate Bill 490	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	5%
11523	Legislative Bills/Resolutions	25709	Assembly Bill 493	Relating to: authorizing community solar programs and granting rule-making authority. (FE)	2025 July - December	7%
11523	Legislative Bills/Resolutions	25886	Senate Bill 559	Relating to: authorizing community solar programs and granting rule-making authority. (FE)	2025 July - December	7%
11523	Legislative Bills/Resolutions	26180	Senate Bill 729	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	5%
11523	Legislative Bills/Resolutions	26203	Assembly Bill 722	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	5%
11523	Legislative Bills/Resolutions	26249	Senate Bill 745	Relating to: eligibility to receive occupational credentials for recipients of deferred action under the Deferred Action for Childhood Arrivals program. (FE)	2025 July - December	2%
11523	Legislative Bills/Resolutions	26297	Assembly Bill 759	Relating to: eligibility to receive occupational credentials for recipients of deferred action under the Deferred Action for Childhood Arrivals program. (FE)	2025 July - December	2%
11523	Topics Not Yet Assigned A Bill Or Rule Number	59288	Matters related to electrician licensing specifically and occupational licensing generally		2025 January - June	5%
11523	Topics Not Yet Assigned A Bill Or Rule Number	59288	Matters related to electrician licensing specifically and occupational licensing generally		2025 July - December	5%
11523	Topics Not Yet Assigned A Bill Or Rule Number	59289	Matters related to contractor and worker qualification on state and local projects of public works and utility		2025 July - December	10%
11524	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 January - June	10%
11524	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 July - December	10%
11524	Budget Bill Subjects	1327	Transportation: Departmentwide		2025 January - June	20%
11524	Legislative Bills/Resolutions	24767	Assembly Bill 108	Relating to: a nuclear power siting study and time limits for taking final action on certain certificate of public convenience and necessity applications. (FE)	2025 January - June	10%
11524	Legislative Bills/Resolutions	24827	Assembly Bill 140	Relating to: limitations on the total value of taxable property that may be included in a tax incremental financing district created in the city of Port Washington. (FE)	2025 January - June	5%
11524	Legislative Bills/Resolutions	24833	Assembly Bill 146	Relating to: requests for information from employers about unemployment insurance claims.	2025 January - June	5%
11524	Legislative Bills/Resolutions	24897	Assembly Bill 164	Relating to: various changes to the unemployment insurance law and federal Reemployment Services and Eligibility Assessment grants. (FE)	2025 January - June	5%
11524	Legislative Bills/Resolutions	24900	Assembly Bill 167	Relating to: various changes to the unemployment insurance law and requiring approval by the Joint Committee on Finance of certain federally authorized unemployment benefits. (FE)	2025 January - June	5%
11524	Legislative Bills/Resolutions	25068	Assembly Bill 241	Relating to: required ratio of journeyworkers to apprentices in apprenticeship programs and contracts.	2025 January - June	15%
11524	Legislative Bills/Resolutions	25588	Assembly Bill 462	Relating to: employee misclassification; construction contractor registration; reporting state tax law violations committed by construction industry employers; and granting rule-making authority, making an appropriation, and providing a penalty. (FE)	2025 July - December	3%
11524	Legislative Bills/Resolutions	25590	Assembly Bill 464	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	3%
11524	Legislative Bills/Resolutions	25592	Assembly Bill 466	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	3%
11524	Legislative Bills/Resolutions	25596	Assembly Bill 470	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	3%
11524	Legislative Bills/Resolutions	25630	Senate Bill 458	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	3%
11524	Legislative Bills/Resolutions	25636	Senate Bill 464	Relating to: state preemption of local employment regulations. (FE)	2025 July - December	3%
11524	Legislative Bills/Resolutions	25637	Senate Bill 465	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	3%
11524	Legislative Bills/Resolutions	25662	Senate Bill 490	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	3%
11524	Legislative Bills/Resolutions	26180	Senate Bill 729	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	10%
11524	Legislative Bills/Resolutions	26203	Assembly Bill 722	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	10%
11524	Topics Not Yet Assigned A Bill Or Rule Number	59711	Matters related to worker training and apprenticeship		2025 January - June	10%
11524	Topics Not Yet Assigned A Bill Or Rule Number	59713	Matters related to contractor and worker qualifications on local and state-related projects		2025 July - December	10%
11525	Budget Bill Subjects	1318	Technical College System Board		2025 January - June	35%
11525	Topics Not Yet Assigned A Bill Or Rule Number	62126	Rehired Annuitants		2025 January - June	15%
11525	Topics Not Yet Assigned A Bill Or Rule Number	62126	Rehired Annuitants		2025 July - December	10%
11525	Topics Not Yet Assigned A Bill Or Rule Number	62854	EV Charging Stations		2025 January - June	5%
11526	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 January - June	15%
11526	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 July - December	10%
11526	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 January - June	10%
11526	Budget Bill Subjects	1351	Safety and Professional Services: Regulation of Industry, Safety and Buildings		2025 January - June	10%
11526	Legislative Bills/Resolutions	24767	Assembly Bill 108	Relating to: a nuclear power siting study and time limits for taking final action on certain certificate of public convenience and necessity applications. (FE)	2025 January - June	10%
11526	Legislative Bills/Resolutions	24827	Assembly Bill 140	Relating to: limitations on the total value of taxable property that may be included in a tax incremental financing district created in the city of Port Washington. (FE)	2025 January - June	5%
11526	Legislative Bills/Resolutions	25068	Assembly Bill 241	Relating to: required ratio of journeyworkers to apprentices in apprenticeship programs and contracts.	2025 January - June	15%
11526	Legislative Bills/Resolutions	25588	Assembly Bill 462	Relating to: employee misclassification; construction contractor registration; reporting state tax law violations committed by construction industry employers; and granting rule-making authority, making an appropriation, and providing a penalty. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	25590	Assembly Bill 464	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	25592	Assembly Bill 466	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	25596	Assembly Bill 470	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	25630	Senate Bill 458	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	25636	Senate Bill 464	Relating to: state preemption of local employment regulations. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	25637	Senate Bill 465	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	25640	Senate Bill 468	Relating to: reducing costs of trade examinations administered by third parties and making an appropriation. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	25662	Senate Bill 490	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	26180	Senate Bill 729	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	26203	Assembly Bill 722	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	5%
11526	Legislative Bills/Resolutions	26419	Assembly Bill 840	Relating to: certain requirements related to data centers.	2025 July - December	5%
11527	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 January - June	10%
11527	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 July - December	10%
11527	Budget Bill Subjects	1340	Workforce Development: Departmentwide		2025 January - June	5%
11527	Legislative Bills/Resolutions	24767	Assembly Bill 108	Relating to: a nuclear power siting study and time limits for taking final action on certain certificate of public convenience and necessity applications. (FE)	2025 January - June	10%
11527	Legislative Bills/Resolutions	24827	Assembly Bill 140	Relating to: limitations on the total value of taxable property that may be included in a tax incremental financing district created in the city of Port Washington. (FE)	2025 January - June	10%
11527	Legislative Bills/Resolutions	25068	Assembly Bill 241	Relating to: required ratio of journeyworkers to apprentices in apprenticeship programs and contracts.	2025 January - June	15%
11527	Legislative Bills/Resolutions	25588	Assembly Bill 462	Relating to: employee misclassification; construction contractor registration; reporting state tax law violations committed by construction industry employers; and granting rule-making authority, making an appropriation, and providing a penalty. (FE)	2025 July - December	2%
11527	Legislative Bills/Resolutions	25590	Assembly Bill 464	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	3%
11527	Legislative Bills/Resolutions	25592	Assembly Bill 466	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	3%
11527	Legislative Bills/Resolutions	25596	Assembly Bill 470	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	3%
11527	Legislative Bills/Resolutions	25630	Senate Bill 458	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	3%
11527	Legislative Bills/Resolutions	25636	Senate Bill 464	Relating to: state preemption of local employment regulations. (FE)	2025 July - December	3%
11527	Legislative Bills/Resolutions	25637	Senate Bill 465	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	3%
11527	Legislative Bills/Resolutions	25662	Senate Bill 490	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	5%
11527	Legislative Bills/Resolutions	26180	Senate Bill 729	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	5%
11527	Legislative Bills/Resolutions	26203	Assembly Bill 722	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	5%
11527	Legislative Bills/Resolutions	26419	Assembly Bill 840	Relating to: certain requirements related to data centers.	2025 July - December	5%
11527	Topics Not Yet Assigned A Bill Or Rule Number	59290	Matters related to worker training and apprenticeship		2025 January - June	5%
11527	Topics Not Yet Assigned A Bill Or Rule Number	59290	Matters related to worker training and apprenticeship		2025 July - December	5%
11527	Topics Not Yet Assigned A Bill Or Rule Number	59292	Issues and matters related to clean indoor air systems and weatherization		2025 January - June	10%
11528	Budget Bill Subjects	1300	Public Instruction: Departmentwide		2025 January - June	40%
11528	Legislative Bills/Resolutions	24521	Assembly Bill 1	Relating to: changes to the educational assessment program and the school and school district accountability report. (FE)	2025 January - June	2%
11528	Legislative Bills/Resolutions	24522	Assembly Bill 2	Relating to: requiring school boards to adopt policies to prohibit the use of wireless communication devices during instructional time.	2025 January - June	2%
11528	Legislative Bills/Resolutions	24523	Assembly Bill 3	Relating to: incorporating cursive writing into the state model English language arts standards and requiring cursive writing in elementary grades. (FE)	2025 January - June	2%
11528	Legislative Bills/Resolutions	24524	Assembly Bill 4	Relating to: required instruction in civics in the elementary and high school grades, high school graduation requirements, and private school educational program criteria. (FE)	2025 January - June	2%
11528	Legislative Bills/Resolutions	24525	Assembly Bill 5	Relating to: requiring school boards to make textbooks, curricula, and instructional materials available for inspection by school district residents.	2025 January - June	2%
11528	Legislative Bills/Resolutions	24534	Assembly Bill 6	Relating to: requiring a school board to spend at least 70 percent of its operating expenditures on direct classroom expenditures and annual pay increases for school administrators. (FE)	2025 January - June	2%
11528	Legislative Bills/Resolutions	24639	Senate Bill 58	Relating to: referendum questions for certain referenda that affect property taxes. (FE)	2025 January - June	2%
11528	Legislative Bills/Resolutions	24639	Senate Bill 58	Relating to: referendum questions for certain referenda that affect property taxes. (FE)	2025 July - December	5%
11528	Legislative Bills/Resolutions	24642	Senate Bill 61	Relating to: excluding expenditures funded by referenda from shared costs for the purpose of determining equalization aid for school districts. (FE)	2025 January - June	2%
11528	Legislative Bills/Resolutions	24642	Senate Bill 61	Relating to: excluding expenditures funded by referenda from shared costs for the purpose of determining equalization aid for school districts. (FE)	2025 July - December	5%
11528	Legislative Bills/Resolutions	24657	Assembly Bill 60	Relating to: referendum questions for certain referenda that affect property taxes. (FE)	2025 January - June	5%
11528	Legislative Bills/Resolutions	24657	Assembly Bill 60	Relating to: referendum questions for certain referenda that affect property taxes. (FE)	2025 July - December	5%
11528	Legislative Bills/Resolutions	24668	Assembly Bill 71	Relating to: school district operating referenda.	2025 January - June	5%
11528	Legislative Bills/Resolutions	24668	Assembly Bill 71	Relating to: school district operating referenda.	2025 July - December	5%
11528	Legislative Bills/Resolutions	24687	Senate Bill 81	Relating to: school district operating referenda.	2025 January - June	2%
11528	Legislative Bills/Resolutions	24687	Senate Bill 81	Relating to: school district operating referenda.	2025 July - December	5%
11528	Legislative Bills/Resolutions	24698	Assembly Bill 81	Relating to: excluding expenditures funded by referenda from shared costs for the purpose of determining equalization aid for school districts. (FE)	2025 January - June	5%
11528	Legislative Bills/Resolutions	24698	Assembly Bill 81	Relating to: excluding expenditures funded by referenda from shared costs for the purpose of determining equalization aid for school districts. (FE)	2025 July - December	5%
11528	Legislative Bills/Resolutions	24883	Senate Bill 170	Relating to: rehired annuitants in the Wisconsin Retirement System. (FE)	2025 January - June	5%
11528	Legislative Bills/Resolutions	24883	Senate Bill 170	Relating to: rehired annuitants in the Wisconsin Retirement System. (FE)	2025 July - December	15%
11528	Legislative Bills/Resolutions	24957	Assembly Bill 196	Relating to: rehired annuitants in the Wisconsin Retirement System. (FE)	2025 January - June	5%
11528	Legislative Bills/Resolutions	24957	Assembly Bill 196	Relating to: rehired annuitants in the Wisconsin Retirement System. (FE)	2025 July - December	15%
11528	Topics Not Yet Assigned A Bill Or Rule Number	59294	School Finance		2025 July - December	5%
11528	Topics Not Yet Assigned A Bill Or Rule Number	59296	Literacy		2025 January - June	5%
11529	Budget Bill Subjects	1227	Administration: Housing and Community Development		2025 January - June	50%
11529	Legislative Bills/Resolutions	24891	Senate Bill 178	Relating to: changes to the low-income housing tax credit. (FE)	2025 January - June	25%
11529	Legislative Bills/Resolutions	24891	Senate Bill 178	Relating to: changes to the low-income housing tax credit. (FE)	2025 July - December	45%
11529	Legislative Bills/Resolutions	24943	Assembly Bill 182	Relating to: changes to the low-income housing tax credit. (FE)	2025 January - June	25%
11529	Legislative Bills/Resolutions	24943	Assembly Bill 182	Relating to: changes to the low-income housing tax credit. (FE)	2025 July - December	45%
11531	Budget Bill Subjects	1311	Safety and Professional Services: Professional Regulation and Administrative Services		2025 January - June	5%
11531	Legislative Bills/Resolutions	25398	Senate Bill 373	Relating to: prior authorization for coverage of physical therapy, occupational therapy, speech therapy, chiropractic services, and other services under health plans.	2025 July - December	5%
11531	Legislative Bills/Resolutions	25416	Assembly Bill 368	Relating to: prior authorization for coverage of physical therapy, occupational therapy, speech therapy, chiropractic services, and other services under health plans.	2025 July - December	5%
11531	Legislative Bills/Resolutions	25661	Senate Bill 489	Relating to: music therapists, the practice of music therapy, and providing a penalty. (FE)	2025 July - December	5%
11531	Legislative Bills/Resolutions	25708	Assembly Bill 492	Relating to: music therapists, the practice of music therapy, and providing a penalty. (FE)	2025 July - December	5%
11531	Legislative Bills/Resolutions	26015	Assembly Bill 651	Relating to: various changes to the worker’s compensation law, granting rule-making authority, making an appropriation, and providing a penalty. (FE)	2025 July - December	2%
11531	Legislative Bills/Resolutions	26101	Senate Bill 676	Relating to: various changes to the worker’s compensation law, granting rule-making authority, making an appropriation, and providing a penalty. (FE)	2025 July - December	3%
11531	Topics Not Yet Assigned A Bill Or Rule Number	59301	Licensure of Speech Language Pathologists and Audiologists		2025 January - June	25%
11531	Topics Not Yet Assigned A Bill Or Rule Number	59301	Licensure of Speech Language Pathologists and Audiologists		2025 July - December	40%
11531	Topics Not Yet Assigned A Bill Or Rule Number	59302	Medicaid Prior Authorization		2025 January - June	5%
11531	Topics Not Yet Assigned A Bill Or Rule Number	59302	Medicaid Prior Authorization		2025 July - December	5%
11531	Topics Not Yet Assigned A Bill Or Rule Number	59304	Prior Authorization of Speech Therapy and other services		2025 January - June	10%
11531	Topics Not Yet Assigned A Bill Or Rule Number	62125	Coverage of stuttering treatment		2025 January - June	10%
11532	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 January - June	10%
11532	Administrative Rulemaking Proceedings	12260	Apprenticeship requirement for construction contracts		2025 July - December	10%
11532	Budget Bill Subjects	1322	Transportation: Aids		2025 January - June	15%
11532	Legislative Bills/Resolutions	24572	Senate Bill 28	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	10%
11532	Legislative Bills/Resolutions	24592	Assembly Bill 25	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	10%
11532	Legislative Bills/Resolutions	24759	Senate Bill 122	Relating to: limitations on the total value of taxable property that may be included in a tax incremental financing district created in the city of Port Washington. (FE)	2025 January - June	5%
11532	Legislative Bills/Resolutions	24767	Assembly Bill 108	Relating to: a nuclear power siting study and time limits for taking final action on certain certificate of public convenience and necessity applications. (FE)	2025 January - June	5%
11532	Legislative Bills/Resolutions	24827	Assembly Bill 140	Relating to: limitations on the total value of taxable property that may be included in a tax incremental financing district created in the city of Port Washington. (FE)	2025 January - June	5%
11532	Legislative Bills/Resolutions	25068	Assembly Bill 241	Relating to: required ratio of journeyworkers to apprentices in apprenticeship programs and contracts.	2025 January - June	10%
11532	Legislative Bills/Resolutions	25588	Assembly Bill 462	Relating to: employee misclassification; construction contractor registration; reporting state tax law violations committed by construction industry employers; and granting rule-making authority, making an appropriation, and providing a penalty. (FE)	2025 July - December	3%
11532	Legislative Bills/Resolutions	25590	Assembly Bill 464	Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)	2025 July - December	5%
11532	Legislative Bills/Resolutions	25592	Assembly Bill 466	Relating to: project labor agreements and public contracts. (FE)	2025 July - December	5%
11532	Legislative Bills/Resolutions	25596	Assembly Bill 470	Relating to: eliminating the right-to-work law. (FE)	2025 July - December	3%
11532	Legislative Bills/Resolutions	25709	Assembly Bill 493	Relating to: authorizing community solar programs and granting rule-making authority. (FE)	2025 July - December	15%
11532	Legislative Bills/Resolutions	25886	Senate Bill 559	Relating to: authorizing community solar programs and granting rule-making authority. (FE)	2025 July - December	15%
11532	Legislative Bills/Resolutions	26180	Senate Bill 729	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	10%
11532	Legislative Bills/Resolutions	26203	Assembly Bill 722	Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE)	2025 July - December	10%
11532	Topics Not Yet Assigned A Bill Or Rule Number	59307	Issues related to the relationship between employers and employees, worker rights, and collective bargaining.		2025 January - June	10%
11532	Topics Not Yet Assigned A Bill Or Rule Number	59308	Issues and matters related to state and local transportation projects and funding		2025 July - December	10%
11533	Topics Not Yet Assigned A Bill Or Rule Number	59309	Matters related to the use, sale, and possession of fireworks.		2025 January - June	10%
11534	Topics Not Yet Assigned A Bill Or Rule Number	59324	911 Reform/Police and Fire Protection Fee		2025 July - December	10%
11534	Topics Not Yet Assigned A Bill Or Rule Number	59944	Wireless infrastructure and communications		2025 January - June	100%
11534	Topics Not Yet Assigned A Bill Or Rule Number	59944	Wireless infrastructure and communications		2025 July - December	90%
11536	Legislative Bills/Resolutions	25152	Assembly Bill 270	Relating to: a school psychologist loan program. (FE)	2025 January - June	30%
11536	Legislative Bills/Resolutions	25152	Assembly Bill 270	Relating to: a school psychologist loan program. (FE)	2025 July - December	40%
11536	Legislative Bills/Resolutions	25169	Senate Bill 269	Relating to: a school psychologist loan program. (FE)	2025 January - June	20%
11536	Legislative Bills/Resolutions	25169	Senate Bill 269	Relating to: a school psychologist loan program. (FE)	2025 July - December	40%
11536	Topics Not Yet Assigned A Bill Or Rule Number	59334	Ideas for increasing the number of school psychologists in schools		2025 January - June	30%
11537	Topics Not Yet Assigned A Bill Or Rule Number	59339	Change to Department of Safety and Professional Services (DSPS) Social Worker Continuing Education Rule to add Wisconsin School Social Workers Association (WSSWA) and School Social Work Association of America (SSWAA) as groups that can provide CE hours.		2025 January - June	40%
11538	Budget Bill Subjects	1240	Children and Families: Economic Support		2025 January - June	70%
11541	Budget Bill Subjects	1301	Public Service Commission: Regulation of Public Utilities		2025 January - June	5%
11541	Budget Bill Subjects	1304	Public Service Commission: Departmentwide		2025 January - June	5%
11541	Legislative Bills/Resolutions	24572	Senate Bill 28	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 January - June	30%
11541	Legislative Bills/Resolutions	24572	Senate Bill 28	Relating to: an incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.	2025 July - December	40%
