lobbyist_id	principal_id	authorized_on	withdrawn_on	discovered_via	lobbyist_in_grid
11396	11335	2024-12-26	2025-04-18	both	true
11397	11132	2025-04-30		both	true
11397	11340	2024-12-26	2025-04-08	both	true
11398	11343	2024-12-26		both	true
11399	11344	2024-12-30	2025-06-10	both	true
11400	11345	2024-12-26		both	true
11401	11346	2024-12-27	2025-07-24	both	true
11402	12837	2025-01-24	2026-02-27	both	true
11403	11348	2024-12-30	2026-02-02	both	true
11404	11350	2024-12-30		both	true
11405	11257	2024-12-30		both	true
11406	11353	2024-12-26		both	true
11407	11356	2025-01-03		both	true
11409	11350	2024-12-30		both	true
11410	11357	2024-12-26		both	true
11411	10952	2025-09-04		both	true
11411	11358	2024-12-26		both	true
11411	11363	2024-12-26		both	true
11411	11365	2024-12-26		both	true
11411	11409	2024-12-27		both	true
11411	11410	2024-12-27		both	true
11411	11412	2024-12-27		both	true
11411	11414	2024-12-30		both	true
11411	11417	2024-12-30		both	true
11411	11418	2024-12-30		both	true
11411	11419	2024-12-30		both	true
11411	11429	2024-12-30		both	true
11411	11432	2024-12-30		both	true
11411	11435	2024-12-30		both	true
11411	11517	2025-01-02		both	true
11411	12988	2025-04-11		both	true
11411	13237	2026-05-04		both	true
11412	11319	2025-01-02		both	true
11413	10952	2025-09-04		both	true
11413	11358	2024-12-26		both	true
11413	11363	2024-12-26		both	true
11413	11365	2024-12-26		both	true
11413	11409	2024-12-27		both	true
11413	11410	2024-12-27		both	true
11413	11412	2024-12-27		both	true
11413	11414	2024-12-27		both	true
11413	11417	2024-12-27		both	true
11413	11418	2024-12-30		both	true
11413	11419	2024-12-30		both	true
11413	11429	2024-12-30		both	true
11413	11432	2024-12-30		both	true
11413	11435	2024-12-30		both	true
11413	12988	2025-04-11		both	true
11413	13237	2026-05-01		both	true
11414	11359	2024-12-26		both	true
11415	11319	2024-12-27		both	true
11417	11155	2025-01-02		both	true
11418	11372	2024-12-26	2025-08-11	both	true
11419	11155	2025-01-02	2026-04-16	both	true
11420	11398	2024-12-30		both	true
11421	11547	2025-01-02		both	true
11422	11419	2025-01-01		both	true
11423	10952	2025-12-09		both	true
11423	11419	2025-01-02		both	true
11423	11420	2024-12-30		both	true
11423	11421	2024-12-30		both	true
11424	11586	2025-01-07		both	true
11425	11424	2025-01-10		both	true
11425	11425	2025-01-10		both	true
11426	11426	2024-12-30		both	true
11427	11428	2024-12-30		both	true
11428	11430	2024-12-30		both	true
11429	11438	2024-12-30		both	true
11430	11654	2025-01-13	2025-09-24	both	true
11431	11174	2024-12-30		both	true
11432	10939	2025-12-04		both	true
11432	10942	2025-12-04		both	true
11432	11099	2025-12-04		both	true
11432	11442	2024-12-30	2026-01-27	both	true
11432	11444	2024-12-30		both	true
11432	11445	2024-12-30		both	true
11432	12837	2025-01-24		both	true
11432	13174	2026-01-23		both	true
11434	11391	2025-01-08		both	true
11435	11257	2024-12-30	2026-02-03	both	true
11437	11461	2024-12-30	2025-07-14	both	true
11438	11473	2025-01-01		both	true
11439	10957	2025-01-06		both	true
11439	11245	2025-01-02		both	true
11439	11347	2025-01-02		both	true
11439	11480	2025-01-02		both	true
11439	11481	2024-12-30		both	true
11439	11497	2025-01-02		both	true
11439	12777	2025-01-13		both	true
11439	12781	2025-01-13		both	true
11440	11462	2024-12-30		both	true
11441	11482	2024-12-30		both	true
11442	10990	2025-01-02	2026-01-12	both	true
11442	11111	2025-01-16		both	true
11442	11162	2025-01-30		both	true
11442	11192	2025-01-06		both	true
11442	11203	2025-06-03		both	true
11442	11489	2025-01-15		both	true
11442	11508	2025-01-03		both	true
11442	11534	2025-01-02		both	true
11442	11599	2025-01-30		both	true
11442	11617	2025-06-12		both	true
11442	11622	2025-01-14		both	true
11442	11623	2025-01-14		both	true
11442	11633	2025-01-22		both	true
11442	11677	2025-01-07		both	true
11442	11700	2025-01-08		both	true
11442	11702	2025-01-08		both	true
11442	11710	2025-01-14		both	true
11442	11711	2025-01-08		both	true
11442	11712	2025-01-08		both	true
11442	11713	2025-01-08		both	true
11442	11715	2025-01-08		both	true
11442	11718	2025-01-08		both	true
11442	11721	2025-01-08		both	true
11442	11726	2025-01-09		both	true
11442	11727	2025-01-10		both	true
11442	11728	2025-01-09		both	true
11442	11735	2025-01-10		both	true
11442	11736	2025-01-10		both	true
11442	11740	2025-01-10		both	true
11442	12782	2025-01-15		both	true
11442	12856	2025-01-28		both	true
11442	12892	2025-01-31		both	true
11442	12975	2025-03-20		both	true
11442	13025	2025-06-05		both	true
11442	13067	2025-09-04		both	true
11442	13084	2025-10-09		both	true
11442	13147	2026-01-06		both	true
11442	13189	2026-02-02		both	true
11444	11488	2025-01-02		both	true
11445	11155	2025-01-02		both	true
11446	11231	2025-01-03		both	true
11447	13137	2025-12-18		both	true
11448	11299	2025-01-06		both	true
11449	11496	2025-01-02	2025-05-15	both	true
11450	11322	2025-01-02		both	true
11454	11495	2025-01-02		both	true
11456	11499	2025-01-03	2025-05-14	both	true
11457	11499	2025-01-03		both	true
11458	11501	2025-01-06		both	true
11459	12917	2025-02-07		both	true
11460	11504	2025-01-02	2026-05-22	both	true
11461	11322	2025-01-02		both	true
11462	11505	2025-01-02		both	true
11462	11507	2025-01-02		both	true
11463	11093	2025-01-21		both	true
11464	11509	2025-01-02		both	true
11464	11510	2025-01-02		both	true
11464	11511	2025-01-02		both	true
11464	11512	2025-01-02		both	true
11464	11513	2025-01-02		both	true
11464	11514	2025-01-02		both	true
11464	11515	2025-01-02		both	true
11464	11516	2025-01-02		both	true
11464	11517	2025-01-02		both	true
11464	11518	2025-01-02		both	true
11464	11519	2025-01-02		both	true
11465	11503	2025-01-15		both	true
11465	11520	2025-01-14		both	true
11465	11521	2025-01-14		both	true
11466	11637	2025-01-06		both	true
11467	10936	2025-01-02		both	true
11468	11470	2025-01-02		both	true
11469	11030	2025-01-02		both	true
11471	11542	2025-01-02		both	true
11472	11541	2025-01-02		both	true
11473	11543	2025-01-02		both	true
11474	11319	2025-01-02		both	true
11475	11546	2025-07-31		both	true
11476	11547	2025-01-02		both	true
11477	11319	2025-01-02		both	true
11478	11407	2025-07-15		both	true
11479	11563	2025-01-10		both	true
11480	10953	2025-01-02		both	true
11480	11562	2025-01-02		both	true
11481	11564	2025-01-27		both	true
11482	11225	2025-01-22		both	true
11483	11571	2025-04-18		both	true
11484	11570	2025-01-02		both	true
11485	11487	2025-01-22		both	true
11486	11574	2025-01-02	2026-05-14	both	true
11487	11575	2025-01-02		both	true
11488	11571	2025-04-07		both	true
11489	11576	2025-01-02	2025-06-27	both	true
11491	12798	2025-01-15		both	true
11492	11576	2025-01-02		both	true
11493	11232	2025-01-27	2026-03-27	both	true
11493	12810	2025-01-21		both	true
11493	12811	2025-01-21		both	true
11493	12812	2025-01-21		both	true
11493	13116	2025-11-05		both	true
11494	11599	2025-01-07	2025-12-05	both	true
11495	11579	2025-01-03		both	true
11496	11617	2025-01-22		both	true
11496	11618	2025-01-29		both	true
11497	11580	2025-01-06		both	true
11498	11594	2025-01-06		both	true
11499	11501	2025-01-06	2025-04-24	both	true
11500	11501	2025-01-06		both	true
11501	11319	2025-07-23		both	true
11501	11581	2025-01-07	2025-07-11	both	true
11502	11582	2025-02-04		both	true
11503	11599	2025-01-07	2025-12-09	both	true
11504	11594	2025-01-06		both	true
11505	12860	2025-02-06		both	true
11506	11588	2025-01-03		both	true
11507	11066	2025-04-28		both	true
11507	11188	2025-01-06	2025-12-31	both	true
11507	11291	2025-06-10		both	true
11507	12767	2025-01-13		both	true
11507	12915	2025-02-07		both	true
11507	12916	2025-02-07		both	true
11507	12969	2025-03-17		both	true
11507	12986	2025-04-09		both	true
11507	12996	2025-05-05	2026-02-03	both	true
11509	11590	2025-01-03		both	true
11510	11591	2025-01-03		both	true
11511	11592	2025-01-03		both	true
11512	11592	2025-01-03		both	true
11513	11592	2025-01-03	2026-04-09	principal	false
11514	11501	2025-01-06		both	true
11515	11588	2025-01-03		both	true
11516	11637	2025-01-06		both	true
11516	11688	2025-01-08	2025-01-08	both	true
11517	11600	2025-01-14	2025-07-12	both	true
11518	11598	2025-01-27		both	true
11519	11601	2025-01-16		both	true
11520	10936	2025-01-07	2025-02-28	both	true
11520	11522	2025-02-28		both	true
11521	11608	2025-01-08		both	true
11523	11612	2025-01-06		both	true
11524	11010	2025-01-13		both	true
11524	11162	2025-01-30		both	true
11524	11256	2025-01-08		both	true
11524	11267	2025-01-10		both	true
11524	11333	2025-01-07		both	true
11524	11359	2025-01-07		both	true
11524	11371	2026-04-02		both	true
11524	11494	2025-01-07	2025-12-31	both	true
11524	11739	2025-01-10		both	true
11524	11755	2025-01-10		both	true
11524	11768	2025-01-10		both	true
11524	12769	2025-01-13		both	true
11524	12770	2025-01-13		both	true
11524	12771	2025-01-14		both	true
11524	12772	2025-01-13		both	true
11524	12773	2025-01-13		both	true
11524	12774	2025-01-13		both	true
11524	12775	2025-01-13		both	true
11524	12776	2025-01-13		both	true
11524	12818	2025-02-19	2025-07-31	both	true
11524	12822	2025-01-21		both	true
11524	12841	2025-01-27		both	true
11524	12842	2025-01-27		both	true
11524	12843	2025-01-27		both	true
11524	12878	2025-01-30		both	true
11524	12908	2025-02-04	2026-02-02	both	true
11524	12924	2025-02-13		both	true
11524	12925	2025-02-17		both	true
11524	12974	2025-03-20		both	true
11524	13021	2025-06-03		both	true
11524	13031	2025-06-13		both	true
11524	13041	2025-07-11		both	true
11524	13057	2025-08-21	2026-02-02	both	true
11524	13081	2025-10-08		both	true
11524	13104	2025-10-30		both	true
11524	13194	2026-02-02		both	true
11524	13195	2026-02-02		both	true
11524	13234	2026-04-07		both	true
11525	11295	2025-01-13	2026-01-05	both	true
11526	11613	2025-01-08		both	true
11527	11367	2025-01-06		both	true
11527	11614	2025-01-06		both	true
11527	11615	2025-01-06		both	true
11529	11588	2025-01-21		both	true
11530	11569	2025-01-23		both	true
11531	11497	2025-01-06		both	true
11532	11617	2025-01-22		both	true
11533	11267	2025-01-10		both	true
11534	11628	2025-01-08		both	true
11536	11631	2025-07-28	2026-02-05	both	true
11537	11637	2025-01-06		both	true
11538	11632	2025-01-06		both	true
11539	11632	2025-01-06		both	true
11541	11588	2025-01-21	2025-07-14	both	true
11541	11638	2025-01-14	2026-02-02	both	true
11542	11635	2025-01-08		both	true
11543	11638	2025-01-06		both	true
11544	11639	2025-01-06		both	true
11545	11633	2025-01-22		both	true
11546	11637	2025-01-06		both	true
11547	11754	2025-01-10		both	true
11548	11635	2025-01-08		both	true
11549	11640	2025-01-21		both	true
11550	11230	2025-01-15		both	true
11551	11598	2025-01-28		both	true
11552	11633	2025-01-22		both	true
11553	12880	2025-01-30		both	true
11555	11644	2025-01-07		both	true
11557	11064	2025-01-07		both	true
11557	11639	2025-03-10		both	true
11557	11645	2025-01-07		both	true
11557	11647	2025-01-07		both	true
11557	11648	2025-01-07		both	true
11557	11651	2025-01-07		both	true
11557	11652	2025-01-07		both	true
11557	12880	2025-04-01		both	true
11557	13203	2026-02-04		both	true
11557	13229	2026-03-10		both	true
11558	11646	2025-01-13		both	true
11559	11646	2025-01-13		both	true
11560	11010	2025-01-13		both	true
11560	11162	2025-01-30		both	true
11560	11256	2025-01-08		both	true
11560	11333	2025-01-07		both	true
11560	11359	2025-01-07		both	true
11560	11371	2026-04-02		both	true
11560	11494	2025-01-07	2025-12-31	both	true
11560	11665	2026-03-31		both	true
11560	11739	2025-01-10		both	true
11560	11755	2025-01-10		both	true
11560	12769	2025-01-13		both	true
11560	12770	2025-01-13		both	true
11560	12773	2025-01-13		both	true
11560	12774	2025-01-13		both	true
11560	12776	2025-01-13		both	true
11560	12818	2025-02-19	2025-07-31	both	true
11560	12822	2025-01-21		both	true
11560	12841	2025-01-27		both	true
11560	12842	2025-01-27		both	true
11560	12843	2025-01-27		both	true
11560	12878	2025-01-30		both	true
11560	12908	2025-02-04	2026-02-02	both	true
11560	12924	2025-02-13		both	true
11560	12925	2025-02-17		both	true
11560	12974	2025-03-20		both	true
11560	13031	2025-06-13		both	true
11560	13041	2025-07-11		both	true
11560	13057	2025-08-21	2026-02-02	both	true
11560	13081	2025-10-08		both	true
11560	13104	2025-10-30		both	true
11560	13194	2026-02-02		both	true
11560	13195	2026-02-02		both	true
11560	13234	2026-04-07		both	true
11561	11580	2025-01-09		both	true
11563	11586	2025-01-07		both	true
11564	11660	2025-01-07		both	true
11565	11664	2025-01-07		both	true
11566	11013	2025-01-07		both	true
11567	11665	2025-01-07		both	true
11568	11665	2025-01-07		both	true
11569	11665	2025-01-07	2026-02-06	both	true
11570	11532	2025-01-10		both	true
11571	11670	2025-01-24		both	true
11572	11653	2025-01-14		both	true
11573	11671	2025-01-07		both	true
11574	11678	2025-01-07		both	true
11575	11681	2025-01-07		both	true
11576	11761	2025-07-23		both	true
11577	11683	2025-01-07		both	true
11578	11547	2025-01-07		both	true
11579	11013	2025-01-07		both	true
11580	11600	2025-01-14	2026-01-22	both	true
11581	12989	2025-04-14		both	true
11583	11685	2025-01-07	2026-05-22	both	true
11586	11686	2025-01-08		both	true
11587	11694	2025-01-07		both	true
11588	11696	2025-01-07	2025-08-07	both	true
11589	11697	2025-01-08		both	true
11590	11699	2025-01-07		both	true
11592	11514	2025-01-07		both	true
11595	11704	2025-01-08		both	true
11596	11608	2025-01-08		both	true
11597	11608	2025-01-08	2025-02-02	both	true
11598	11705	2025-01-08		both	true
11599	11707	2025-01-08		both	true
11600	11714	2025-01-31		both	true
11601	11717	2025-01-10		both	true
11602	11094	2025-01-10		both	true
11603	11617	2025-01-22		both	true
11605	11162	2025-01-14		both	true
11606	11724	2025-01-08		both	true
11607	11725	2025-01-09		both	true
11608	11731	2025-01-30		both	true
11609	11578	2025-03-14	2025-06-23	both	true
11609	11688	2025-02-04	2025-06-23	both	true
11609	12861	2025-01-31	2025-06-23	both	true
11609	12869	2025-01-31	2025-06-23	both	true
11609	12870	2025-01-31	2025-06-23	both	true
11610	11450	2025-01-15		both	true
11611	11638	2025-01-14	2025-02-26	both	true
11612	11738	2025-01-29		both	true
11613	11094	2025-01-15		both	true
11614	11313	2025-01-27		both	true
11614	12973	2025-03-20		both	true
11614	12993	2025-04-28		both	true
11615	11722	2025-01-10		both	true
11616	11754	2025-01-10		both	true
11617	11755	2025-01-10	2025-01-16	both	true
11618	11011	2025-01-15		both	true
11619	11749	2025-01-10		both	true
11620	11749	2025-01-10		both	true
11621	11758	2025-01-10		both	true
11622	11755	2025-01-10		both	true
11623	11756	2025-01-14		both	true
11625	11424	2025-01-10		both	true
11626	11759	2025-01-10		both	true
11627	11591	2025-01-10		both	true
11629	11563	2025-01-10		both	true
11631	11584	2025-01-10	2025-04-28	both	true
11632	11761	2025-01-14		both	true
11633	11588	2025-01-10		both	true
11634	11258	2025-01-10		both	true
11635	11734	2025-01-14		both	true
11636	11541	2025-01-28		both	true
11637	11386	2025-11-26		both	true
11637	11717	2025-11-10		both	true
11637	11767	2025-01-31	2026-05-08	both	true
11637	12857	2026-02-13		both	true
11637	13001	2026-02-10		both	true
11637	13039	2026-03-04		both	true
11637	13207	2026-02-06		both	true
12636	12768	2025-01-27		both	true
12637	11464	2025-01-21	2025-09-22	both	true
12638	11637	2025-01-21		both	true
12638	12778	2025-01-13		both	true
12639	12780	2025-01-14		both	true
12640	12781	2025-01-13		both	true
12641	12782	2025-01-13		both	true
12642	12783	2025-01-14		both	true
12643	12784	2025-01-13		both	true
12645	11529	2025-01-14	2025-07-30	both	true
12646	12788	2025-01-14		both	true
12647	12889	2025-01-31		both	true
12648	12791	2025-01-14		both	true
12650	11637	2025-01-21		both	true
12651	11503	2025-01-15		both	true
12652	11322	2025-02-05		both	true
12653	11541	2025-02-04		both	true
12654	11592	2025-02-25		both	true
12655	12799	2025-01-27	2026-01-29	both	true
12656	12886	2025-01-30		both	true
12657	12850	2025-01-31		both	true
12658	11186	2025-02-07		both	true
12659	11601	2025-01-16		both	true
12660	12804	2025-01-16		both	true
12662	12783	2025-01-21	2026-02-18	both	true
12662	12809	2025-01-21		both	true
12663	11188	2025-08-13		both	true
12663	11291	2025-06-10	2025-07-29	both	true
12663	12915	2025-02-07	2025-07-25	both	true
12663	12916	2025-02-07	2025-07-25	both	true
12663	12969	2025-03-17	2025-07-25	both	true
12665	11600	2025-01-21	2025-11-24	both	true
12666	12818		2025-07-31	both	true
12667	12823	2025-01-24		both	true
12668	12819	2025-01-22	2025-11-18	both	true
12668	12886	2026-02-13		both	true
12669	11759	2025-01-24		both	true
12670	11637	2025-01-21		both	true
12671	11340	2025-08-20		both	true
12671	12820	2025-01-22	2025-08-15	both	true
12672	12822	2025-01-21	2025-09-29	both	true
12675	12825	2025-01-24		both	true
12675	12833	2025-02-17		both	true
12676	12828	2025-01-22		both	true
12678	12768	2025-01-27		both	true
12679	12768	2025-01-27		both	true
12680	12897	2025-02-05		both	true
12681	12832	2025-01-23	2026-02-10	both	true
12682	12899	2025-02-03		both	true
12683	11342	2025-07-28	2025-08-18	both	true
12684	12838	2025-01-24		both	true
12685	12839	2025-02-10	2025-12-22	both	true
12686	12840	2025-01-28	2026-02-02	both	true
12687	12845	2025-01-28		both	true
12688	11181	2025-01-27		both	true
12689	11738	2025-01-29		both	true
12692	11440	2025-01-28		both	true
12693	12854	2025-01-28		both	true
12694	12997	2026-01-08		principal	false
12695	12858	2025-02-04		both	true
12696	12872	2025-01-31	2026-02-04	both	true
12697	12868	2025-01-29	2025-08-26	both	true
12697	13052	2025-08-15		both	true
12698	12867	2025-01-29		both	true
12699	12794	2025-01-29		both	true
12701	12876	2025-01-30	2025-03-19	both	true
12702	11107	2025-04-04		both	true
12704	12879	2025-01-30		both	true
12707	12884	2025-01-30		both	true
12708	12887	2025-07-31		both	true
12709	12888	2025-01-31		both	true
12711	12890	2025-01-31	2026-02-02	both	true
12712	12881	2025-02-10		both	true
12714	12862	2025-01-01		both	true
12715	11761	2025-05-28		both	true
12717	12900	2025-02-27		principal	true
12718	12858	2025-02-04		both	true
12719	12906	2025-02-04		both	true
12720	11588	2025-02-05		both	true
12721	11017	2025-02-06	2025-09-08	both	true
12722	11754	2025-02-06		both	true
12723	12914	2025-02-10		both	true
12724	12881	2025-02-07		both	true
12726	12921	2025-02-10		both	true
12727	11733	2025-06-30		both	true
12728	13024	2025-06-03		both	true
12729	12923	2025-02-11		both	true
12730	11133	2025-02-20		both	true
12731	12926	2025-02-17		both	true
12733	11259	2025-02-19		both	true
12735	12930	2025-02-19		both	true
12736	11227	2025-02-20	2025-06-12	both	true
12737	12933	2025-02-24		both	true
12739	11685	2025-03-10	2025-09-17	both	true
12743	12938	2025-06-24		both	true
12745	12967	2025-03-14		both	true
12746	12948	2025-02-28		both	true
12747	11440	2025-03-04		both	true
12747	11492	2025-03-25		both	true
12747	11537	2025-08-25		both	true
12747	13000	2025-05-14		both	true
12748	10984	2025-12-04		both	true
12748	11252			both	true
12748	11340	2025-04-17		both	true
12748	13021	2025-06-03		both	true
12750	12955	2025-03-10		both	true
12751	13022	2026-01-21		both	true
12751	13072	2025-10-01		both	true
12751	13164	2026-01-16		both	true
12752	11080	2025-03-17		both	true
12753	12966	2025-03-17		both	true
12754	11230	2025-03-17		both	true
12755	12971	2025-03-19		both	true
12756	12971	2025-03-19		both	true
12759	10961	2025-03-24		both	true
12760	12982	2025-04-01		both	true
12761	11258	2025-03-26		both	true
12764	11674	2025-03-28		both	true
12766	11138	2025-04-08		both	true
12767	11205	2025-04-03		both	true
12768	11765	2025-04-04		both	true
12770	11130	2025-04-08		both	true
12773	12985	2025-04-08		both	true
12775	12985	2025-04-08		both	true
12776	11710	2025-04-11	2025-11-10	both	true
12777	12868	2025-04-11	2025-08-26	both	true
12777	13052	2025-08-15		both	true
12778	12991	2025-04-16		both	true
12780	11340	2025-04-17	2025-10-28	both	true
12781	11212	2025-04-17		both	true
12782	12848	2025-04-29		both	true
12783	12848	2025-04-29		both	true
12785	12974	2025-05-09		both	true
12786	13003	2025-05-14		both	true
12788	10980	2025-06-04		both	true
12790	13009	2025-05-21		both	true
12791	11209	2025-05-21		both	true
12792	13010	2025-05-21		both	true
12793	11260	2025-05-21		both	true
12794	13011	2025-01-01		both	true
12796	10986	2025-05-22		both	true
12797	13012	2025-05-23		both	true
12798	13014	2025-05-27		both	true
12799	11590	2025-06-02		both	true
12800	13029	2025-06-16		both	true
12802	13012	2025-05-30		both	true
12803	11308	2025-06-02		both	true
12804	10969	2025-06-16		both	true
12805	11608	2025-07-11		both	true
12807	11319	2025-06-11		both	true
12808	13032	2025-06-30		both	true
12808	13050	2025-08-11		both	true
12808	13068	2025-09-22		both	true
12810	12805	2025-06-24		both	true
12812	13036	2025-07-08		both	true
12813	13032	2025-07-01		both	true
12813	13050	2025-08-11		both	true
12813	13068	2025-09-22		both	true
12814	11227	2025-07-02	2026-01-27	both	true
12815	13038	2025-07-01		both	true
12816	11353	2025-07-24		both	true
12817	11461	2025-07-28		both	true
12818	11257	2025-07-16		both	true
12820	11407	2025-07-17		both	true
12822	11013	2025-07-15		both	true
12828	11611	2025-07-31		both	true
12829	13049	2025-08-11		both	true
12830	11107	2025-08-13		both	true
12832	10952	2025-08-26		both	true
12833	12820	2025-09-16		both	true
13834	12887	2025-09-16		both	true
13835	13069	2025-09-18		both	true
13836	11501	2025-10-30		both	true
13838	12822	2025-10-01		both	true
13839	11090	2025-09-30		both	true
13840	11499	2025-10-08		both	true
13842	13077	2025-10-08		both	true
13843	13081	2025-10-07		both	true
13845	10979	2025-10-09	2026-03-18	both	true
13846	13086	2025-10-09		both	true
13848	11581	2025-10-13		both	true
13849	11188	2025-10-15		both	true
13850	11188	2025-10-15		both	true
13851	13093	2025-10-16		both	true
13853	13094	2025-10-17		both	true
13854	13094	2025-10-17		both	true
13855	13094	2025-10-17		both	true
13856	13094	2025-10-22		both	true
13857	11583	2025-11-21		both	true
13858	11617	2025-10-31		both	true
13859	13102	2025-10-29		both	true
13860	13107	2025-10-31		both	true
13862	13109	2025-11-18		both	true
13863	13110	2025-11-03		both	true
13863	13111	2025-11-03		both	true
13863	13112	2025-11-03		both	true
13863	13113	2025-11-03		both	true
13863	13219	2026-02-25		both	true
13864	10962	2025-11-04		both	true
13865	11415			both	true
13865	13059	2025-11-05		both	true
13865	13115	2025-11-05		both	true
13867	13120	2025-11-12		both	true
13868	13120	2025-11-12		both	true
13869	13121	2025-11-12	2026-02-20	both	true
13871	13122	2025-11-25		both	true
13872	13122	2025-11-25		both	true
13873	13118	2025-12-10		both	true
13874	13123	2025-11-18		both	true
13875	13123	2025-11-18		both	true
13876	13109	2025-11-21		both	true
13878	13125	2025-11-25		both	true
13879	13125	2025-11-25		both	true
13880	13122	2025-12-03		both	true
13881	10941	2025-12-04		both	true
13882	13130	2025-12-05		both	true
13883	11599	2025-12-26		both	true
13886	13133	2026-01-27		both	true
13888	13134	2025-12-19		both	true
13889	13142	2026-01-06		both	true
13890	13135	2025-12-18	2025-12-22	both	true
13891	11189	2026-01-02		both	true
13892	13159	2026-03-10		both	true
13893	11135	2026-01-02		both	true
13894	11332	2026-01-02		both	true
13896	11091	2026-01-06		both	true
13897	13146	2026-01-13		both	true
13899	11416	2026-01-07		both	true
13900	12880	2026-01-20		both	true
13901	11091	2026-01-16		both	true
13904	11594	2026-04-03		both	true
13905	13166	2026-01-23		both	true
13907	13167	2026-01-16	2026-02-04	both	true
13912	13178	2026-01-26		both	true
13913	13185	2026-01-28		both	true
13914	13068	2026-01-26		both	true
13918	13181	2026-02-17		both	true
13920	13001	2026-02-10		both	true
13921	11637	2026-01-29		both	true
13922	12799	2026-01-30		both	true
13923	12949	2026-02-24		both	true
13928	12872	2026-02-06		both	true
13929	13202	2026-02-05		both	true
13931	13206	2026-02-06		both	true
13932	13188	2026-02-10		both	true
13933	13210	2026-02-11		both	true
13935	13210	2026-02-12		both	true
13936	13147	2026-02-18		both	true
13937	11314	2026-02-19		both	true
13939	11329	2026-02-25		both	true
13940	11092	2026-02-26		both	true
13941	13224	2026-03-30		both	true
13945	12837	2026-03-02		both	true
13947	13223	2026-03-03		both	true
13948	13223	2026-03-10		both	true
13949	13225	2026-03-10		both	true
13950	13226	2026-04-09		both	true
13951	12872	2026-03-13		both	true
13952	11166	2026-04-09		both	true
13954	10979	2026-04-09		both	true
13955	11576	2026-04-15		both	true
13958	11071	2026-04-28		both	true
13959	13111	2026-04-28		both	true
