scan_page	row	x	y	w	h	conf	text
168	_unknown	995	965	72	30	96	than
168	_unknown	1080	965	103	30	96	$16.00
168	_unknown	1196	962	104	35	97	during
168	_unknown	1313	969	57	27	97	any
168	_unknown	1382	961	37	27	97	12
168	_unknown	1433	957	105	30	96	month
168	_unknown	1552	955	103	38	96	period
168	_unknown	1669	955	46	29	96	for
168	_unknown	1730	953	148	35	92	lobbying.
168	_unknown	319	1020	51	33	91	(m)
168	_unknown	382	1017	96	30	96	Those
168	_unknown	489	1015	103	30	96	whose
168	_unknown	605	1014	147	29	96	activities
168	_unknown	766	1013	114	33	96	require
168	_unknown	894	1009	185	36	96	registration
168	_unknown	1091	1005	71	30	96	with
168	_unknown	1175	1004	51	30	96	the
168	_unknown	1240	1002	101	31	96	board.
168	_unknown	319	1062	41	33	92	(n)
168	_unknown	372	1062	81	27	96	Must
168	_unknown	465	1056	113	31	96	furnish
168	_unknown	591	1061	32	25	96	to
168	_unknown	635	1055	52	29	96	the
168	_unknown	701	1053	130	35	96	lobbyist
168	_unknown	843	1052	61	29	96	five
168	_unknown	917	1050	73	35	96	days
168	_unknown	1004	1048	104	30	96	before
168	_unknown	1120	1056	18	20	95	a
168	_unknown	1153	1047	148	35	95	reporting
168	_unknown	1313	1044	71	29	96	date
168	_unknown	1399	1042	191	30	96	information
168	_unknown	1603	1048	40	21	96	on
168	_unknown	1657	1037	176	36	93	employers’
168	_unknown	1849	1034	141	35	96	lobbying
168	_unknown	2002	1032	241	30	96	disbursements.
168	_unknown	320	1104	41	32	52	(0)
168	_unknown	375	1098	179	33	96	Individuals
168	_unknown	567	1095	161	38	96	employed
168	_unknown	742	1104	33	20	96	as
168	_unknown	790	1094	151	34	83	lobbyists.
168	_unknown	320	1143	42	35	86	(p)
168	_unknown	373	1139	138	36	96	Monthly
168	_unknown	525	1138	21	30	92	if
168	_unknown	559	1139	133	32	91	$5,000+
168	_unknown	712	1139	88	32	96	spent
168	_unknown	814	1136	27	27	96	in
168	_unknown	855	1142	57	26	96	any
168	_unknown	926	1126	112	46	95	month.
168	_unknown	321	1185	41	35	89	(q)
168	_unknown	374	1185	44	28	96	An
168	_unknown	433	1183	112	28	96	interim
168	_unknown	560	1183	98	32	96	report
168	_unknown	673	1180	21	27	94	is
168	_unknown	708	1177	65	30	96	also
168	_unknown	787	1174	142	37	96	required.
168	_unknown	322	1227	33	33	90	(r)
168	_unknown	369	1225	22	30	92	If
168	_unknown	405	1233	69	21	96	over
168	_unknown	487	1224	82	29	96	$250.
168	_unknown	323	1269	35	33	91	(s)
168	_unknown	370	1265	137	35	96	Monthly
168	_unknown	521	1265	148	34	96	reporting
168	_unknown	681	1261	72	35	96	only
168	_unknown	765	1260	105	35	96	during
168	_unknown	884	1257	165	36	96	legislative
168	_unknown	1062	1256	136	29	96	sessions.
168	_unknown	1214	1255	108	33	96	Report
168	_unknown	1334	1250	46	30	96	for
168	_unknown	1394	1248	103	38	95	period
168	_unknown	1511	1248	137	29	96	between
168	_unknown	1663	1247	135	28	96	sessions.
168	_unknown	323	1311	33	33	91	(t)
168	_unknown	369	1309	158	35	96	Reporting
168	_unknown	539	1310	32	25	96	at
168	_unknown	583	1304	52	31	96	the
168	_unknown	647	1303	59	31	96	end
168	_unknown	719	1302	33	31	96	of
168	_unknown	760	1296	14	52	96	a
168	_unknown	798	1300	165	37	96	legislative
168	_unknown	976	1300	121	28	94	session.
168	_unknown	324	1352	41	34	93	(u)
168	_unknown	378	1352	105	33	96	Listing
168	_unknown	495	1348	33	29	96	of
168	_unknown	543	1347	164	36	95	legislative
168	_unknown	720	1344	66	30	96	bills
168	_unknown	800	1343	59	30	96	and
168	_unknown	874	1341	178	30	96	resolutions
168	_unknown	1066	1338	59	31	96	and
168	_unknown	1139	1339	146	35	96	positions
168	_unknown	1298	1334	96	31	96	taken.
168	_unknown	324	1393	39	33	90	(v)
168	_unknown	374	1390	87	35	96	(This)
168	_unknown	473	1388	116	36	96	applies
168	_unknown	602	1387	33	29	96	of
168	_unknown	648	1385	208	37	96	expenditures
168	_unknown	868	1382	33	30	96	of
168	_unknown	916	1381	91	36	94	lobby
168	_unknown	1021	1382	154	34	96	registrant
168	_unknown	1187	1376	126	31	96	exceeds
168	_unknown	1326	1376	57	30	96	$50
168	_unknown	1395	1374	105	35	96	during
168	_unknown	1514	1373	137	36	96	previous
168	_unknown	1665	1368	113	31	96	month.
168	_unknown	325	1435	48	32	93	(w)
168	_unknown	384	1432	52	30	84	All.
168	_unknown	326	1477	37	32	96	(x)
168	_unknown	374	1473	80	36	96	Only
168	_unknown	466	1471	208	37	96	expenditures
168	_unknown	688	1468	90	30	96	made
168	_unknown	790	1477	40	20	96	on
168	_unknown	845	1465	103	31	96	behalf
168	_unknown	961	1464	33	30	94	of
168	_unknown	1009	1463	171	37	94	legislators,
168	_unknown	1194	1461	52	30	96	the
168	_unknown	1258	1461	154	29	60	Governor
168	_unknown	1424	1466	34	21	96	or
168	_unknown	1471	1456	43	29	96	his
168	_unknown	1527	1454	72	31	96	staff
168	_unknown	1611	1454	87	29	96	when
168	_unknown	1712	1451	126	37	96	specific
168	_unknown	1853	1449	168	37	96	legislation
168	_unknown	2036	1450	22	27	96	is
168	_unknown	2071	1444	155	32	95	discussed
168	_unknown	2240	1453	50	20	95	are
168	_unknown	2303	1441	134	37	96	required
168	_unknown	2451	1445	32	25	96	to
168	_unknown	2496	1440	39	29	97	be
168	_unknown	2549	1437	145	37	96	reported.
168	_unknown	326	1518	39	35	79	{y)
168	_unknown	377	1516	60	29	97	The
168	_unknown	450	1518	128	26	96	amount
168	_unknown	589	1512	33	30	96	of
168	_unknown	635	1511	231	36	96	compensation
168	_unknown	880	1508	74	29	96	does
168	_unknown	969	1511	54	24	96	not
168	_unknown	1035	1505	76	29	96	have
168	_unknown	1123	1509	32	24	96	to
168	_unknown	1168	1503	39	29	96	be
168	_unknown	1220	1500	137	38	96	reported
168	_unknown	1372	1500	20	29	96	if
168	_unknown	1405	1499	52	30	96	the
168	_unknown	1471	1498	130	35	95	lobbyist
168	_unknown	1615	1498	22	27	95	is
168	_unknown	1650	1505	18	20	96	a
168	_unknown	1681	1494	141	30	96	full-time
168	_unknown	1834	1491	128	31	96	salaried
168	_unknown	1976	1489	160	36	96	employee
168	_unknown	2148	1496	34	21	96	or
168	_unknown	2194	1495	40	21	96	on
168	_unknown	2248	1487	125	28	95	retainer
168	_unknown	2385	1484	46	28	96	for
168	_unknown	2443	1482	76	30	96	their
168	_unknown	2532	1481	99	29	95	client.
168	_unknown	327	1560	39	33	93	(z)
168	_unknown	377	1557	158	30	96	Volunteer
168	_unknown	549	1554	144	36	96	lobbyists
168	_unknown	708	1555	22	26	96	is
168	_unknown	744	1556	53	25	96	not
168	_unknown	810	1560	18	20	95	a
168	_unknown	841	1550	140	30	95	full-time
168	_unknown	993	1546	161	37	96	employee
168	_unknown	1166	1545	47	29	96	for
168	_unknown	1225	1543	154	36	90	employer
168	_unknown	1392	1550	53	20	95	nor
168	_unknown	1457	1549	40	20	96	on
168	_unknown	1511	1537	110	32	96	annual
168	_unknown	1636	1538	130	28	95	retainer.
168	_unknown	328	1602	59	32	96	(aa)
168	_unknown	399	1598	79	35	94	Only
168	_unknown	493	1600	21	26	96	is
168	_unknown	529	1596	130	35	94	lobbyist
168	_unknown	673	1597	22	27	96	is
168	_unknown	709	1598	53	25	96	not
168	_unknown	774	1602	18	20	93	a
168	_unknown	805	1592	140	30	93	full-time
168	_unknown	957	1589	161	36	96	employee
168	_unknown	1130	1587	47	29	96	for
168	_unknown	1189	1585	155	36	96	employer
168	_unknown	1357	1592	53	20	96	nor
168	_unknown	1422	1591	40	21	96	on
168	_unknown	1476	1580	110	31	95	annual
168	_unknown	1601	1581	130	27	96	retainer.
168	_unknown	328	1641	63	34	96	(bb)
168	_unknown	402	1641	80	28	96	Over
168	_unknown	494	1639	56	29	96	$25
168	_unknown	564	1640	88	32	96	spent
168	_unknown	664	1644	40	20	96	on
168	_unknown	717	1643	61	21	96	one
168	_unknown	791	1632	150	37	96	legislator
168	_unknown	953	1640	34	20	96	or
168	_unknown	1000	1629	102	37	96	public
168	_unknown	1115	1626	116	31	96	official
168	_unknown	1246	1634	52	28	95	per
168	_unknown	1309	1633	76	28	95	year.
168	_unknown	329	1683	57	33	94	(cc)
168	_unknown	399	1680	208	37	96	Expenditures
168	_unknown	620	1686	72	21	96	over
168	_unknown	703	1677	104	30	96	$37.50
168	_unknown	819	1684	40	20	96	on
168	_unknown	873	1673	94	36	96	single
168	_unknown	980	1673	144	29	96	occasion
168	_unknown	1139	1672	27	27	96	in
168	_unknown	1181	1671	157	33	95	aggregate
168	_unknown	1350	1665	33	30	96	of
168	_unknown	1396	1666	76	30	95	$300
168	_unknown	1486	1666	27	27	95	in
168	_unknown	1526	1665	36	28	95	12
168	_unknown	1577	1661	104	30	95	month
168	_unknown	1695	1659	113	37	95	period.
168	_unknown	330	1724	62	35	96	(dd)
168	_unknown	404	1723	96	29	96	Those
168	_unknown	513	1721	108	35	96	having
168	_unknown	634	1723	123	26	96	contact
168	_unknown	768	1716	70	30	96	with
168	_unknown	851	1720	77	25	97	state
168	_unknown	940	1712	133	32	95	officials
168	_unknown	1086	1711	59	30	95	and
168	_unknown	1159	1709	147	37	96	spending
168	_unknown	1318	1717	71	21	96	over
168	_unknown	1402	1716	17	20	96	a
168	_unknown	1432	1704	152	32	96	threshold
168	_unknown	1598	1707	127	26	96	amount
168	_unknown	1737	1701	33	30	96	of
168	_unknown	1783	1703	80	27	96	time.
168	_unknown	330	1767	59	33	93	(ee)
168	_unknown	402	1767	75	27	96	Even
168	_unknown	492	1761	164	32	96	numbered
168	_unknown	669	1768	91	28	96	years:
168	_unknown	773	1760	93	32	96	01/31,
168	_unknown	879	1758	93	32	94	07/31;
168	_unknown	987	1754	70	31	95	Odd
168	_unknown	1072	1751	164	32	96	numbered
168	_unknown	1249	1759	92	28	95	years:
168	_unknown	1354	1750	93	32	96	01/31,
168	_unknown	1460	1748	94	33	96	04/30,
168	_unknown	1567	1747	93	32	95	07/31.
168	_unknown	331	1807	47	35	94	(ff)
168	_unknown	392	1805	167	37	96	Employers
168	_unknown	573	1807	99	32	96	report
168	_unknown	684	1801	82	34	96	total,
168	_unknown	779	1799	97	30	96	which
168	_unknown	891	1797	134	31	96	includes
168	_unknown	1038	1790	239	45	96	compensation.
168	_unknown	331	1850	59	35	96	(gg)
168	_unknown	401	1848	80	35	95	Only
168	_unknown	495	1847	21	29	96	if
168	_unknown	528	1855	72	21	96	over
168	_unknown	611	1846	57	29	96	$50
168	_unknown	681	1852	52	28	95	per
168	_unknown	744	1841	93	31	96	week.
168	_unknown	332	1889	61	34	94	(hh)
168	_unknown	405	1887	223	31	96	Contributions
168	_unknown	641	1893	71	21	96	over
168	_unknown	724	1884	82	30	96	$100.
168	_unknown	333	1933	40	33	91	(ii)
168	_unknown	386	1930	44	30	94	All
168	_unknown	444	1937	123	29	96	persons
168	_unknown	581	1925	135	38	96	required
168	_unknown	729	1930	32	25	96	to
168	_unknown	774	1924	38	30	96	be
168	_unknown	826	1921	158	38	96	registered
168	_unknown	998	1920	94	31	96	under
168	_unknown	1104	1918	52	31	96	the
168	_unknown	1169	1920	61	28	96	Act.
168	_unknown	333	1974	43	35	92	(jj)
168	_unknown	387	1975	82	27	96	Must
168	_unknown	482	1970	123	37	96	provide
168	_unknown	619	1969	47	29	96	list
168	_unknown	678	1968	32	30	96	of
168	_unknown	724	1966	126	37	96	specific
168	_unknown	863	1965	165	35	96	categories
168	_unknown	1041	1962	33	30	96	of
168	_unknown	1087	1961	119	35	96	subject
168	_unknown	1219	1963	121	25	96	matters
168	_unknown	1353	1957	59	30	96	and
168	_unknown	1426	1956	51	30	96	the
168	_unknown	1490	1955	189	35	96	designation
168	_unknown	1693	1950	138	37	96	assigned
168	_unknown	1845	1954	32	25	96	to
168	_unknown	1889	1948	66	30	96	that
168	_unknown	1969	1946	167	37	32	legislation
168	_unknown	2150	1954	33	20	96	or
168	_unknown	2196	1945	110	30	96	action,
168	_unknown	2322	1942	20	28	96	if
168	_unknown	2356	1941	114	29	95	known.
168	_unknown	334	2015	60	34	96	(kk)
168	_unknown	406	2013	103	30	95	March
168	_unknown	520	2014	46	32	95	10,
168	_unknown	581	2012	138	33	96	covering
168	_unknown	732	2011	128	32	96	January
168	_unknown	873	2006	59	30	96	and
168	_unknown	947	2005	147	34	96	February.
168	_unknown	1109	2005	127	32	95	January
168	_unknown	1249	2003	44	31	96	20,
168	_unknown	1308	2000	139	34	96	covering
168	_unknown	1459	1999	94	28	96	entire
168	_unknown	1566	1994	161	38	96	preceding
168	_unknown	1740	1991	143	31	96	calendar
168	_unknown	1895	1999	75	27	96	year.
168	_unknown	335	2057	42	33	69	(i)
168	_unknown	390	2058	110	27	96	Names
168	_unknown	512	2054	33	29	96	of
168	_unknown	558	2054	119	29	96	entities
168	_unknown	691	2053	108	34	96	paying
168	_unknown	811	2058	70	21	96	over
168	_unknown	893	2049	77	29	96	$500
168	_unknown	983	2051	31	25	96	to
168	_unknown	1028	2046	182	29	96	association
168	_unknown	1223	2052	34	20	96	or
168	_unknown	1269	2042	205	35	96	organization
168	_unknown	1488	2038	46	30	96	for
168	_unknown	1546	2036	97	31	96	which
168	_unknown	1658	2035	141	36	96	lobbying
168	_unknown	1813	2036	22	27	96	is
168	_unknown	1848	2033	88	29	96	done.
168	_unknown	336	2099	83	33	93	(mm)
168	_unknown	430	2098	300	33	91	Contemporaneous
168	_unknown	744	2091	102	30	96	record
168	_unknown	859	2090	33	30	96	of
168	_unknown	906	2089	143	35	96	lobbying
168	_unknown	1061	2087	154	32	96	activities;
168	_unknown	1232	2083	219	30	96	identification
168	_unknown	1464	2080	33	30	96	of
168	_unknown	1511	2079	76	30	96	rules
168	_unknown	1601	2078	59	30	96	and
168	_unknown	1675	2076	66	31	96	bills
168	_unknown	1754	2085	40	20	96	on
168	_unknown	1806	2074	97	30	96	which
168	_unknown	1918	2073	141	35	96	lobbying
168	_unknown	2071	2079	113	21	96	occurs.
168	_unknown	336	2139	61	33	96	(nn)
168	_unknown	411	2140	46	27	96	No
168	_unknown	470	2140	113	32	96	reports
168	_unknown	596	2143	50	21	96	are
168	_unknown	660	2132	142	37	96	required,
168	_unknown	817	2130	86	31	96	other
168	_unknown	915	2129	73	30	96	than
168	_unknown	1002	2128	193	36	96	registration.
168	_unknown	1210	2126	56	29	96	See
168	_unknown	1278	2123	65	31	93	WS.
168	_unknown	1357	2123	137	29	90	28-7-101.
169	_header	6	595	94	273	0	3]B00*)
169	Montana	258	2228	32	71	53	GSI
169	Michigan	256	1905	33	279	22	BJVSWUIIAON
169	Louisiana	255	1776	33	116	5	3zN7g
169	Kansas	254	1722	32	41	84	JO
169	Illinois	253	1552	33	158	2	JOUNOD
169	Hawaii	253	1456	33	83	0	BY
169	Georgia	236	1462	58	20	0	L
169	Georgia	253	1429	32	15	82	/
169	Delaware	252	1309	32	107	55	EMV]
169	California	251	1162	33	134	14	STG
169	_header	247	854	35	296	0	[UJVIWUIIZAOD
169	_header	246	791	22	52	88	VO
169	_header	245	621	33	158	9	FOUND
169	_header	311	904	191	35	82	jurisdiction
169	Alabama	313	1030	145	30	96	Alabama
169	Alaska	314	1071	108	30	96	Alaska
169	Arizona	315	1114	129	28	95	Arizona
169	Arkansas	316	1155	146	29	96	Arkansas
169	California	316	1196	163	30	96	California
169	Colorado	317	1271	151	31	96	Colorado
169	Connecticut	317	1314	202	30	96	Connecticut
169	Delaware	319	1354	153	30	96	Delaware
169	Florida	319	1396	115	31	96	Florida
169	Georgia	318	1439	130	36	96	Georgia
169	Hawaii	320	1515	111	29	95	Hawaii
169	Idaho	321	1556	92	30	95	Idaho
169	Illinois	321	1596	112	31	56	Illinois
169	Indiana	322	1639	121	30	95	Indiana
169	Iowa	322	1683	76	28	90	lowa
169	Kansas	322	1759	110	28	96	Kansas
169	Kentucky	322	1798	152	35	96	Kentucky
169	Louisiana	324	1840	153	29	95	Louisiana
169	Maine	323	1882	103	29	96	Maine
169	Maryland	323	1922	157	37	96	Maryland
169	Massachusetts	324	1998	235	31	94	Massachusetts
169	Michigan	324	2041	154	35	96	Michigan
169	Minnesota	324	2083	173	28	96	Minnesota
169	Mississippi	325	2123	178	35	92	Mississippi
169	Missouri	325	2165	139	30	96	Missouri
169	Montana	326	2244	147	27	95	Montana
169	Nebraska	327	2282	152	32	96	Nebraska
169	_header	1725	174	102	26	96	TABLE
169	_header	1842	173	37	25	96	30
169	_header	1566	213	189	29	96	LOBBYING:
169	_header	1768	211	137	27	96	REPORT
169	_header	1918	208	117	28	96	FILING
169	_header	1616	255	50	33	96	(As
169	_header	1677	252	33	30	96	of
169	_header	1722	254	126	33	91	January
169	_header	1861	251	25	32	96	1,
169	_header	1899	249	85	33	96	1990)
169	_header	1129	424	88	29	96	What
169	_header	1230	425	24	27	96	is
169	_header	1267	423	51	29	96	the
169	_header	1331	426	104	25	96	nature
169	_header	1448	421	33	29	96	of
169	_header	1494	421	104	28	96	review
169	_header	1610	419	33	29	96	of
169	_header	1656	418	73	29	96	filed
169	_header	1743	418	128	34	96	reports?
169	_header	2551	421	140	35	91	Approxi-
169	_header	2260	465	78	30	96	Desk
169	_header	2350	474	35	20	96	or
169	_header	2581	464	80	27	96	mate
169	_header	1364	517	79	30	96	Desk
169	_header	1455	526	35	20	96	or
169	_header	1985	510	79	30	85	Desk
169	_header	2134	508	79	30	70	Field
169	_header	2283	506	79	31	64	Field
169	_header	2555	506	132	27	92	Amount
169	_header	2760	491	58	27	60	Are
169	_header	2831	491	124	32	96	Reports
169	_header	2967	486	153	50	95	Available
169	_header	3132	489	33	25	96	to
169	_header	3177	485	52	28	96	the
169	_header	1090	562	79	30	91	Desk
169	_header	1239	560	79	30	74	Field
169	_header	1387	558	81	30	73	Field
169	_header	1968	553	114	29	96	Review
169	_header	2117	551	114	29	96	Review
169	_header	2266	549	114	29	93	Review
169	_header	2402	546	141	36	91	Approxi-
169	_header	2605	544	33	30	75	of
169	_header	2937	524	116	56	95	Public?
169	_header	1073	605	114	29	95	Review
169	_header	1222	603	114	29	95	Review
169	_header	1371	602	114	29	96	Review
169	_header	2008	593	33	31	96	of
169	_header	2157	592	33	30	96	of
169	_header	2306	590	33	30	96	of
169	_header	2433	591	80	27	74	mate
169	_header	2563	589	119	34	69	Report-
169	_header	1112	645	34	30	96	of
169	_header	1262	644	33	30	96	of
169	_header	1411	642	33	30	96	of
169	_header	1814	637	79	30	95	Desk
169	_header	1904	646	35	20	95	or
169	_header	1964	638	125	33	96	Reports
169	_header	2113	637	125	32	96	Reports
169	_header	2262	634	125	34	96	Reports
169	_header	2407	630	133	30	76	Number
169	_header	2574	628	39	30	76	ed
169	_header	2627	630	44	27	92	Ex-
169	_header	3159	616	121	45	96	Agency
169	_header	1068	690	125	34	96	Reports
169	_header	1218	689	125	33	96	Reports
169	_header	1367	687	125	33	94	Reports
169	_header	1540	681	78	31	94	Desk
169	_header	1687	679	80	31	70	field
169	_header	1837	678	79	31	76	Field
169	_header	1977	678	96	29	78	about
169	_header	2127	676	96	30	86	about
169	_header	2276	674	96	29	90	about
169	_header	2457	671	33	31	80	of
169	_header	2524	665	19	45	26	_
169	_header	2555	669	137	37	34	penditu-
169	_header	3177	657	90	45	91	Com-
169	_header	920	731	78	30	96	Desk
169	_header	1010	740	34	20	96	or
169	_header	1066	729	71	30	93	with
169	_header	1151	731	43	27	91	Ex-
169	_header	1215	728	72	29	92	with
169	_header	1300	730	44	27	80	Ex-
169	_header	1365	726	71	30	92	with
169	_header	1449	728	44	27	87	Ex-
169	_header	1522	725	114	29	95	Review
169	_header	1671	723	114	29	95	Review
169	_header	1821	721	113	30	95	Review
169	_header	1972	719	106	30	94	Which
169	_header	2121	717	107	30	93	Which
169	_header	2271	714	106	30	95	Which
169	_header	2412	717	126	33	79	Reports
169	_header	2580	712	87	29	74	resin
169	_header	3165	704	76	36	93	piles
169	_header	3252	706	25	27	93	&
169	_header	645	775	78	30	85	Desk
169	_header	794	773	79	31	61	field
169	_header	942	772	80	30	37	field
169	_header	1080	770	102	37	73	pendi-
169	_header	1230	769	102	36	81	pendi-
169	_header	1379	766	103	37	84	pendi-
169	_header	1519	766	34	30	92	of
169	_header	1566	768	72	27	91	Ran-
169	_header	1669	765	33	29	92	of
169	_header	1715	766	73	27	92	Ran-
169	_header	1818	763	33	30	91	of
169	_header	1865	765	72	27	87	Ran-
169	_header	1984	762	86	28	90	Com-
169	_header	2133	760	87	28	83	Com
169	_header	2282	759	87	27	73	Com-
169	_header	2446	751	57	44	96	Are
169	_header	2598	753	52	30	72	the
169	_header	2718	753	110	32	63	Yes,on
169	_header	3157	742	132	44	92	Publish-
169	_header	628	818	113	29	95	Review
169	_header	776	816	115	29	95	Review
169	_header	926	815	113	29	94	Review
169	_header	1091	816	81	26	60	tures
169	_header	1241	814	80	26	78	tures
169	_header	1390	813	81	26	68	tures
169	_header	1528	807	102	35	90	domly
169	_header	1677	806	103	35	96	domly
169	_header	1827	804	102	35	69	domly
169	_header	1973	802	110	36	47	plaints
169	_header	2122	800	110	36	87	plaints
169	_header	2271	799	110	35	87	plaints
169	_header	2436	796	80	30	60	filed
169	_header	2556	796	138	29	93	Previous
169	_header	2723	796	104	27	92	Unres-
169	_header	2868	794	56	31	94	Yes,
169	_header	2936	800	42	20	94	on
169	_header	3165	797	33	21	93	es
169	_header	3211	788	68	29	93	Lob-
169	_header	638	859	33	30	95	of
169	_header	683	858	46	30	90	All
169	_header	786	858	34	30	93	of
169	_header	832	857	47	30	46	All’
169	_header	936	856	33	30	91	of
169	_header	981	856	47	29	80	All
169	_header	1070	853	124	31	88	Exceed-
169	_header	1220	852	123	30	91	Exceed-
169	_header	1370	850	123	30	92	Exceed-
169	_header	1510	848	139	31	96	Selected
169	_header	1659	847	139	31	72	Selected
169	_header	1808	845	139	31	72	Selected
169	_header	1999	846	58	27	90	Are
169	_header	2148	838	58	44	95	Are
169	_header	2297	836	58	44	96	Are
169	_header	2448	841	56	26	90	An-
169	_header	2551	836	148	31	93	Calendar
169	_header	2719	834	109	31	90	tricted
169	_header	2858	834	133	29	91	Restrict-
169	_header	3045	833	57	27	89	Not
169	_header	3180	825	81	44	92	byist
169	_header	623	904	125	33	96	Reports
169	_header	772	902	125	33	96	Reports
169	_header	922	900	124	33	92	Reports
169	_header	1074	898	119	34	88	ing$_
169	_header	1224	895	50	35	11	ing
169	_header	1284	896	58	29	11	$_
169	_header	1372	894	50	35	0	ing
169	_header	1434	894	58	29	0	$__
169	_header	1519	894	125	32	95	Reports
169	_header	1668	892	125	33	95	Reports
169	_header	1818	889	124	34	91	Reports
169	_header	1988	885	80	30	79	Filed
169	_header	2138	883	79	30	70	Filed
169	_header	2287	881	79	30	53	Filed
169	_header	2419	880	114	35	53	nually?
169	_header	2592	881	67	27	45	‘Year
169	_header	2735	877	81	29	51	Basis
169	_header	2857	875	39	30	77	ed
169	_header	2910	875	81	29	96	Basis
169	_header	3001	872	145	31	94	Available
169	_header	3185	874	76	27	94	Data
169	Alabama	679	1028	13	13	74	*
169	Alabama	820	1040	29	5	61	-
169	Alabama	970	1039	29	4	17	-
169	Alabama	1124	1037	19	4	78	-
169	Alabama	1227	1022	14	13	92	*
169	Alabama	1257	1021	83	32	96	3,000
169	Alabama	1417	1033	30	5	54	-
169	Alabama	1567	1032	29	4	39	—
169	Alabama	1716	1030	29	5	36	-
169	Alabama	1866	1028	28	5	13	-
169	Alabama	2014	1027	29	4	43	-
169	Alabama	2164	1025	29	5	43	-
169	Alabama	2313	1023	29	5	62	-
169	_header	2435	1007	85	32	52	6,000
169	_header	2565	999	12	46	6	=
169	_header	2594	1005	65	28	6	NA.
169	_header	2910	1016	29	5	12	-
169	_header	3059	1014	30	5	35	-
169	_header	3209	1013	29	5	32	-
169	Alaska	679	1070	13	12	82	*
169	Alaska	821	1082	29	4	22	-
169	Alaska	970	1080	29	5	34	-
169	Alaska	1120	1078	29	5	5	-
169	Alaska	1269	1077	28	4	4	_
169	Alaska	1418	1075	29	5	33	_
169	Alaska	1567	1073	29	5	26	—
169	Alaska	1716	1072	29	4	34	-
169	Alaska	1866	1070	29	5	25	-
169	Alaska	2015	1068	29	5	58	-
169	Alaska	2165	1067	29	4	14	~
169	Alabama	2321	1051	13	13	56	*
169	Alaska	2436	1049	84	32	91	3,200
169	Alabama	2559	1047	135	32	71	6,800,000
169	Alabama	2770	1046	12	12	71	*
169	Alabama	3218	1041	12	12	51	‘
169	Arizona	654	1111	65	27	58	N.A.
169	Arizona	803	1109	65	27	92	N.A.
169	Arizona	952	1108	58	27	87	N.A
169	Arizona	1101	1106	66	26	89	N.A.
169	Arizona	1251	1105	65	26	89	N.A.
169	Arizona	1400	1103	66	26	83	N.A.
169	Arizona	1550	1101	57	27	90	N.A
169	Arizona	1698	1100	66	26	91	N.A.
169	Arizona	1848	1098	65	26	57	N.A,
169	Arizona	1997	1096	65	27	50	N.A.
169	Arizona	2147	1095	65	26	78	N.A.
169	Alaska	2296	1093	65	26	82	N.A.
169	Alaska	2446	1091	65	26	47	N.A.
169	Alaska	2595	1089	65	27	82	N.A.
169	Alaska	2743	1083	66	41	87	N.A.
169	Alaska	2893	1082	65	40	29	NLA.
169	Alaska	3042	1084	58	26	90	N.A
169	Alaska	3192	1082	58	27	88	N.A
169	Arkansas	673	1167	29	4	52	_
169	Arkansas	822	1165	29	5	44	_
169	Arkansas	967	1134	33	45	0	—_
169	Arkansas	1120	1161	29	5	59	_
169	Arkansas	1270	1160	28	4	54	_
169	Arkansas	1418	1158	30	5	51	_
169	Arkansas	1568	1157	29	4	33	_
169	Arkansas	1717	1155	29	4	59	_
169	Arkansas	1867	1153	29	4	52	_
169	Arkansas	2016	1151	29	5	30	—
169	Arkansas	2166	1150	28	4	56	_
169	Arkansas	2315	1148	29	5	40	_
169	Arizona	2437	1116	87	52	96	2,000
169	Arizona	2614	1145	29	4	36	_
169	Arizona	2771	1129	12	13	87	*
169	Arizona	2912	1111	31	46	11	_—
169	Arizona	3061	1139	30	5	49	_
169	Arizona	3211	1138	28	4	61	_
169	Colorado	656	1271	65	27	41	N.A.
169	Colorado	805	1269	66	27	66	N.A.
169	Colorado	954	1267	65	27	91	N.A.
169	Colorado	1104	1266	65	26	87	N.A.
169	Colorado	1253	1264	65	26	59	N.A.
169	Colorado	1402	1262	66	27	90	N.A.
169	Colorado	1551	1261	58	26	85	N.A
169	Colorado	1701	1259	65	27	66	N.A.
169	Colorado	1850	1257	65	27	78	N.A.
169	Colorado	1999	1256	65	26	82	N.A.
169	Colorado	2149	1254	65	26	62	N.A.
169	Colorado	2298	1252	65	27	75	N.A.
169	Colorado	2447	1246	66	41	89	N.A.
169	Colorado	2596	1249	65	27	75	N.A.
169	Colorado	2745	1247	66	27	87	N.A.
169	Colorado	2895	1245	65	27	90	N.A.
169	Colorado	3044	1244	66	26	87	N.A.
169	Colorado	3194	1242	57	27	77	N.A
169	Connecticut	683	1313	12	13	28	*
169	Connecticut	824	1325	29	4	23	-
169	Connecticut	973	1323	29	4	40	_
169	Connecticut	1123	1321	29	5	26	_
169	Connecticut	1271	1320	29	4	23	-
169	Connecticut	1421	1318	29	5	38	_
169	Connecticut	1570	1317	29	4	25	—
169	Connecticut	1719	1315	29	4	31	-
169	Connecticut	1869	1312	29	6	38	=
169	Connecticut	2023	1311	19	5	87	-
169	Connecticut	2167	1309	29	5	36	-
169	Connecticut	2316	1308	29	4	92	—
169	Connecticut	2438	1292	85	32	33	1,500
169	Colorado	2559	1290	141	32	69	10,000,000
169	Colorado	2772	1289	13	12	74	*
169	Colorado	2914	1301	28	4	55	=
