report_period	filing_id	principal_name	principal_id	lobbyist_name	lobbyist_id	position_kind	bill_label_raw	bill_label_normalized	bill_class	bill_id	bill_title	position_description	num_primary_sponsors	sponsor_lawmaker_id	sponsor_lawmaker_name	sponsor_role	confidence
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	HB 246	HB 246	bill	ocd-bill/d16707fb-1401-4375-9509-413fcd8d619d	Require certain construction industry employers to use E-verify	Require certain construction industry employers to use E-verify	2	ocd-person/cb2ddd04-e5b0-4c96-b217-d02b732eb896	D. J. Swearingen	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	HB 399	HB 399	bill	ocd-bill/58d3d4d6-c5b3-43ea-bc03-f3a869ada398	Prohibit oil and gas removal from under Lake Erie or a state park	Prohibit oil and gas removal from under Lake Erie or a state park	2	ocd-person/b76c6e1e-8b9d-42bf-b615-73270b132773	Christine Cockley	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	HB 399	HB 399	bill	ocd-bill/58d3d4d6-c5b3-43ea-bc03-f3a869ada398	Prohibit oil and gas removal from under Lake Erie or a state park	Prohibit oil and gas removal from under Lake Erie or a state park	2	ocd-person/18864718-3e48-4236-9afb-b1a61e4c52e2	Tristan Rader	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	HB 425	HB 425	bill	ocd-bill/adb24362-53d7-4b21-94e4-d5af4e924566	Prohibit trespass and unauthorized recording by drones	Prohibit trespass and unauthorized recording by drones	1	ocd-person/1a598246-01e8-44c8-beca-2c41e1bafb77	James M. Hoops	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 2	SB 2	bill	ocd-bill/3ca8268d-7085-44b8-b1db-07c4dee58f20	Increase power generation; improve Ohio’s electric grid	Increase power generation; improve Ohio's electric grid	1	ocd-person/10733ff7-ee19-4e86-9b5e-65619ddbf7bf	Bill Reineke	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 33	SB 33	bill	ocd-bill/0ed4ede2-53a2-4183-8447-1ec451ee2cbd	Allow employers to post certain labor law notices on the internet	Allow employers to post certain labor law notices on the internet	2	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 33	SB 33	bill	ocd-bill/0ed4ede2-53a2-4183-8447-1ec451ee2cbd	Allow employers to post certain labor law notices on the internet	Allow employers to post certain labor law notices on the internet	2	ocd-person/26444e7e-72b2-4838-bc24-31899c90d504	Steve Wilson	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 80	SB 80	bill	ocd-bill/9ed3cf23-d586-44fb-a9e5-ed35306d1efc	Allow a county to implement a motor fuel quality testing program	Allow a county to implement a motor fuel quality testing program	2	ocd-person/23c443b0-e2f7-4c7a-af1e-d67d7aa366ce	Willis E. Blackshear, Jr.	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 80	SB 80	bill	ocd-bill/9ed3cf23-d586-44fb-a9e5-ed35306d1efc	Allow a county to implement a motor fuel quality testing program	Allow a county to implement a motor fuel quality testing program	2	ocd-person/94ba65dd-57c5-4ab0-b607-5e310d50cae0	Catherine D. Ingram	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 103	SB 103	bill	ocd-bill/cffed967-069b-4c2d-8502-35c5a92a1fbb	Allow alternative rate plans for certain natural gas companies	Allow alternative rate plans for certain natural gas companies	1	ocd-person/bb1ae016-cdfe-48aa-8bc5-9e3636e430f3	Shane Wilkin	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 116	SB 116	bill	ocd-bill/762cec2d-800c-4f8e-bd4f-3f49dde71948	Reduce tangible personal property tax for pipe-line companies	Reduce tangible personal property tax for pipe-line companies	1	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 132	SB 132	bill	ocd-bill/70ebb0d4-2110-4de4-a7b6-e19e0125f725	Enact the PRESERVE Act	Enact the PRESERVE Act	1	ocd-person/df5c391c-65e8-4d61-a9b9-0249ff6eddb7	Nickie J. Antonio	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 136	SB 136	bill	ocd-bill/c775d71e-ed25-4644-a5d7-1ce0d27e7bac	Establish process to regulate carbon capture, storage technology	Establish process to regulate carbon capture, storage technology	2	ocd-person/eb5ff860-2126-4ac5-8267-9d2d924c3967	Brian M. Chavez	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 136	SB 136	bill	ocd-bill/c775d71e-ed25-4644-a5d7-1ce0d27e7bac	Establish process to regulate carbon capture, storage technology	Establish process to regulate carbon capture, storage technology	2	ocd-person/01a80305-a667-4dda-9676-1e678bddde12	Tim Schaffer	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 143	SB 143	bill	ocd-bill/eb977cad-0aa6-4aa5-a132-76875f3cd548	Prohibit employment application question re: criminal background	Prohibit employment application question re: criminal background	2	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 143	SB 143	bill	ocd-bill/eb977cad-0aa6-4aa5-a132-76875f3cd548	Prohibit employment application question re: criminal background	Prohibit employment application question re: criminal background	2	ocd-person/ed858ef9-97dc-4be8-97ab-006ea96923ae	Hearcel F. Craig	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 151	SB 151	bill	ocd-bill/d11b928e-91ce-45ee-b625-72f3b248a939	Allow certain natural gas suppliers to offer carbon offsets	Allow certain natural gas suppliers to offer carbon offsets	1	ocd-person/bb1ae016-cdfe-48aa-8bc5-9e3636e430f3	Shane Wilkin	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 181	SB 181	bill	ocd-bill/e6b89ac3-12d5-47ae-89da-80a7a16893be	Regards limestone, dolomite mining; increase severance taxes	Regards limestone, dolomite mining; increase severance taxes	1	ocd-person/bb1ae016-cdfe-48aa-8bc5-9e3636e430f3	Shane Wilkin	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 183	SB 183	bill	ocd-bill/6b1f589a-a168-42c8-aa1b-358273314447	Require certain construction industry employers to use E-verify	Require certain construction industry employers to use E-verify	2	ocd-person/79af20c0-6eb6-44a2-ba79-9c7e5e10ea04	Michele Reynolds	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 183	SB 183	bill	ocd-bill/6b1f589a-a168-42c8-aa1b-358273314447	Require certain construction industry employers to use E-verify	Require certain construction industry employers to use E-verify	2	ocd-person/b27fdceb-e9c1-46b8-9fc2-323c3f6f784c	Jerry C. Cirino	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 219	SB 219	bill	ocd-bill/e656a358-af40-41f7-b502-ec0323381336	Revise the law governing oil and gas wells	Revise the law governing oil and gas wells	1	ocd-person/debec71d-fcfb-4422-9c9e-c6a8709cbb3a	Al Landis	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 294	SB 294	bill	ocd-bill/84c952b3-39bd-43f0-b9af-f2c7bab9c0c1	Declare the state's energy siting policy	Declare the state's energy siting policy	2	ocd-person/2ae62dc8-e902-4a8e-99b7-182477c50bc3	Mark Romanchuk	primary	direct
2025-09-01..2025-12-31	20260121LUPA1468130	Marathon Petroleum Corporation & its Subsidiaries and Affiliates	org-marathon-petroleum-corporation-its-subsidiaries-and-affiliates	Daniel P Leite	person-daniel-p-leite	bill_referenced	SB 294	SB 294	bill	ocd-bill/84c952b3-39bd-43f0-b9af-f2c7bab9c0c1	Declare the state's energy siting policy	Declare the state's energy siting policy	2	ocd-person/445d3fc7-d9a5-48d8-8869-f023aa274ae7	George F. Lang	primary	direct
2025-09-01..2025-12-31	20260123LUPA1470154	New Albany Company	org-new-albany-company	Matthew G Kallner	person-matthew-g-kallner	bill_referenced	HB 361	HB 361	bill	ocd-bill/dd8faced-4061-4fc9-ad64-3d271491375b	Regards building inspections, local regulations, and zoning	Regards building inspections, local regulations, and zoning	2	ocd-person/16e469e4-8014-4ba2-8fc4-91804d6ef491	Tex Fischer	primary	direct
2025-09-01..2025-12-31	20260123LUPA1470154	New Albany Company	org-new-albany-company	Matthew G Kallner	person-matthew-g-kallner	bill_referenced	HB 361	HB 361	bill	ocd-bill/dd8faced-4061-4fc9-ad64-3d271491375b	Regards building inspections, local regulations, and zoning	Regards building inspections, local regulations, and zoning	2	ocd-person/a3ccce64-ea28-47dc-8bab-3af6ed2dd860	Brian Lorenz	primary	direct
2025-09-01..2025-12-31	20260123LUPA1470266	ALS United Ohio	org-als-united-ohio	William Schwartz	person-william-schwartz	bill_referenced	HB 24	HB 24	bill	ocd-bill/cc4e3376-39c6-4f33-8226-f6d901f36cc7	Provide Medigap policies for certain Medicare-eligible persons	Provide Medigap policies for certain Medicare-eligible persons	2	ocd-person/2481dfc7-d260-49c6-9461-9e6048ed27a2	Bride Rose Sweeney	primary	direct
2025-09-01..2025-12-31	20260123LUPA1470266	ALS United Ohio	org-als-united-ohio	William Schwartz	person-william-schwartz	bill_referenced	HB 24	HB 24	bill	ocd-bill/cc4e3376-39c6-4f33-8226-f6d901f36cc7	Provide Medigap policies for certain Medicare-eligible persons	Provide Medigap policies for certain Medicare-eligible persons	2	ocd-person/4b7cbc16-7a67-4a61-8fd5-77a857270774	Jamie Callender	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473298	Ohio Alliance of Recovery Providers	org-ohio-alliance-of-recovery-providers	Kelsey Woolard	person-kelsey-woolard	bill_referenced	HB 58	HB 58	bill	ocd-bill/38bc2b30-8475-4c83-a815-3d94d0bcf216	Create recovery housing residences certificate of need program	Create recovery housing residences certificate of need program	2	ocd-person/74c1210d-fb56-4522-8d3a-0a2bb08c972b	Dontavius L. Jarrells	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473298	Ohio Alliance of Recovery Providers	org-ohio-alliance-of-recovery-providers	Kelsey Woolard	person-kelsey-woolard	bill_referenced	HB 58	HB 58	bill	ocd-bill/38bc2b30-8475-4c83-a815-3d94d0bcf216	Create recovery housing residences certificate of need program	Create recovery housing residences certificate of need program	2	ocd-person/9892fcd7-9432-425f-85a6-7599fbe3177d	Justin Pizzulli	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473298	Ohio Alliance of Recovery Providers	org-ohio-alliance-of-recovery-providers	Kelsey Woolard	person-kelsey-woolard	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	Make state operating appropriations for FY 2026-27	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473298	Ohio Alliance of Recovery Providers	org-ohio-alliance-of-recovery-providers	Kelsey Woolard	person-kelsey-woolard	bill_referenced	HB 587	HB 587	bill	ocd-bill/71bd8945-74f0-4e28-b5d3-e635ec044e48	Regards sales of kratom products	Regards sales of kratom products	2	ocd-person/a3ccce64-ea28-47dc-8bab-3af6ed2dd860	Brian Lorenz	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473298	Ohio Alliance of Recovery Providers	org-ohio-alliance-of-recovery-providers	Kelsey Woolard	person-kelsey-woolard	bill_referenced	HB 587	HB 587	bill	ocd-bill/71bd8945-74f0-4e28-b5d3-e635ec044e48	Regards sales of kratom products	Regards sales of kratom products	2	ocd-person/72bb7360-10c1-42d9-8781-32ddf8fef5fd	Mike Odioso	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473298	Ohio Alliance of Recovery Providers	org-ohio-alliance-of-recovery-providers	Kelsey Woolard	person-kelsey-woolard	bill_referenced	SB 56	SB 56	bill	ocd-bill/13d7e8bc-8b9c-4614-b904-cbe045635140	Revise medical and adult-use marijuana laws; levy marijuana taxes	Revise medical and adult-use marijuana laws; levy marijuana taxes	1	ocd-person/b21d9dcd-21e9-4071-936d-f89fc5d8f643	Stephen A. Huffman	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473298	Ohio Alliance of Recovery Providers	org-ohio-alliance-of-recovery-providers	Kelsey Woolard	person-kelsey-woolard	bill_referenced	SB 138	SB 138	bill	ocd-bill/d189045f-65cf-4cd7-91d5-5ea1bcc06bff	Modify alcohol, drug addiction, and mental health services laws	Modify alcohol, drug addiction, and mental health services laws	1	ocd-person/57300c34-0e2d-4e85-bdce-c4fb8c781541	Terry Johnson	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473298	Ohio Alliance of Recovery Providers	org-ohio-alliance-of-recovery-providers	Kelsey Woolard	person-kelsey-woolard	bill_referenced	SB 299	SB 299	bill	ocd-bill/f185e658-2f8d-404c-824c-d878fc22d865	Regards sales of kratom products	Regards sales of kratom products	1	ocd-person/5a9b2a16-6827-4e00-961a-f3de39538749	Louis W. Blessing, III	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473498	Cleveland Browns	org-cleveland-browns	Ted Tywang	person-ted-tywang	bill_referenced	HB 255	HB 255	bill	ocd-bill/334d2202-ddf5-418e-9c0b-7c3223da9d09	Create the Ohio Sports Commission	Create the Ohio Sports Commission	2	ocd-person/fb957ddc-f41c-400d-ae32-47f7e729555b	Melanie Miller	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473498	Cleveland Browns	org-cleveland-browns	Ted Tywang	person-ted-tywang	bill_referenced	HB 255	HB 255	bill	ocd-bill/334d2202-ddf5-418e-9c0b-7c3223da9d09	Create the Ohio Sports Commission	Create the Ohio Sports Commission	2	ocd-person/74c1210d-fb56-4522-8d3a-0a2bb08c972b	Dontavius L. Jarrells	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473498	Cleveland Browns	org-cleveland-browns	Ted Tywang	person-ted-tywang	bill_referenced	HB 476	HB 476	bill	ocd-bill/4cff84fd-20da-4ce8-b0d0-dacbbeefaec4	Authorize online raffles under the Charitable Gaming Law	Authorize online raffles under the Charitable Gaming Law	2	ocd-person/170299dd-f2e4-463e-8b8b-ea3b75946120	David Thomas	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473498	Cleveland Browns	org-cleveland-browns	Ted Tywang	person-ted-tywang	bill_referenced	HB 476	HB 476	bill	ocd-bill/4cff84fd-20da-4ce8-b0d0-dacbbeefaec4	Authorize online raffles under the Charitable Gaming Law	Authorize online raffles under the Charitable Gaming Law	2	ocd-person/75257af6-5d83-4d3b-b127-744aaa377c9f	Meredith Craig	primary	direct
2025-09-01..2025-12-31	20260126LUPA1473498	Cleveland Browns	org-cleveland-browns	Ted Tywang	person-ted-tywang	bill_referenced	HB 563	HB 563	bill	ocd-bill/eb754511-a5b8-4762-8a42-5e3e7c3c8715	Regulate ticket sales	Regulate ticket sales	1	ocd-person/292d1329-8a45-402b-8d6e-8f3b4726187a	Mark Hiner	primary	direct
2025-09-01..2025-12-31	20260128EUPA1477978	Xavier University	org-xavier-university	Michael Guastella	person-michael-guastella	subject_general	Commerce	Commerce	subject			Liquor License Transfer	0				subject_only
2025-09-01..2025-12-31	20260128EUPA1477978	Xavier University	org-xavier-university	Michael Guastella	person-michael-guastella	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	College of Osteopathic Medicine: HB 96	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-09-01..2025-12-31	20260128EUPA1477978	Xavier University	org-xavier-university	Michael Guastella	person-michael-guastella	bill_referenced	HB 96	HB 96	bill	ocd-bill/4e02024d-881d-4a05-9191-b218c16ecff4	Make state operating appropriations for FY 2026-27	College of Osteopathic Medicine; HB 96	1	ocd-person/f4e6c51a-89bd-4841-848b-b1097fd3fc9d	Brian Stewart	primary	direct
2025-09-01..2025-12-31	20260128EUPA1477978	Xavier University	org-xavier-university	Michael Guastella	person-michael-guastella	subject_general	Budget & Management	Budget & Management	subject			College of Osteopathic Medicine funding	0				subject_only
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 2	HB 2	bill	ocd-bill/7254f227-b69b-4df5-9dcb-0d29fe4bc461	Establish the Child Care Cred Program	Establish the Child Care Cred Program	1	ocd-person/4af0e8db-ad18-424f-abfa-ce31e37c0b7d	Mark Johnson	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 8	HB 8	bill	ocd-bill/ba77a847-ab42-486d-943e-50526c0062b6	Require health plan and Medicaid coverage of biomarker testing	Require health plan and Medicaid coverage of biomarker testing	1	ocd-person/07c054e9-9a51-41b2-994a-8f63b0148d07	Andrea White	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 11	HB 11	bill	ocd-bill/e00c3398-09fe-4c80-9c9e-698c47153e99	Regards legislative rule approval and fiscal analyses of rules	Regards legislative rule approval and fiscal analyses of rules	2	ocd-person/a3ccce64-ea28-47dc-8bab-3af6ed2dd860	Brian Lorenz	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 11	HB 11	bill	ocd-bill/e00c3398-09fe-4c80-9c9e-698c47153e99	Regards legislative rule approval and fiscal analyses of rules	Regards legislative rule approval and fiscal analyses of rules	2	ocd-person/52608475-9678-45ce-823a-74f9c931682c	Ron Ferguson	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 28	HB 28	bill	ocd-bill/af5dfef9-c3d8-43f7-9f8a-caf0d05a7655	Eliminate the authority to levy replacement property tax levies	Eliminate the authority to levy replacement property tax levies	2	ocd-person/7948afad-ec3c-4e4c-a073-305fb8cd1b21	Thomas Hall	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 28	HB 28	bill	ocd-bill/af5dfef9-c3d8-43f7-9f8a-caf0d05a7655	Eliminate the authority to levy replacement property tax levies	Eliminate the authority to levy replacement property tax levies	2	ocd-person/b04e2962-e7c6-46b8-9a99-d7a6d3a32717	Adam Mathews	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 33	HB 33	bill	ocd-bill/6280ba3c-368f-4aca-9d7a-7bedc7109fde	Require insurance coverage for certain prostate cancer screening	Require insurance coverage for certain prostate cancer screening	2	ocd-person/4af0e8db-ad18-424f-abfa-ce31e37c0b7d	Mark Johnson	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 33	HB 33	bill	ocd-bill/6280ba3c-368f-4aca-9d7a-7bedc7109fde	Require insurance coverage for certain prostate cancer screening	Require insurance coverage for certain prostate cancer screening	2	ocd-person/74c1210d-fb56-4522-8d3a-0a2bb08c972b	Dontavius L. Jarrells	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 34	HB 34	bill	ocd-bill/eeae765b-6851-4d3a-af46-6b0a19131c6b	Increase the state minimum wage	Increase the state minimum wage	2	ocd-person/ed31c4e5-e835-4c4c-9352-217f5dcf1037	Ismail Mohamed	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 34	HB 34	bill	ocd-bill/eeae765b-6851-4d3a-af46-6b0a19131c6b	Increase the state minimum wage	Increase the state minimum wage	2	ocd-person/74c1210d-fb56-4522-8d3a-0a2bb08c972b	Dontavius L. Jarrells	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 59	HB 59	bill	ocd-bill/fb115da8-ed86-4096-9722-414b03ebb134	Revise and streamline the state's occupational regulations	Revise and streamline the state's occupational regulations	2	ocd-person/292d1329-8a45-402b-8d6e-8f3b4726187a	Mark Hiner	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 59	HB 59	bill	ocd-bill/fb115da8-ed86-4096-9722-414b03ebb134	Revise and streamline the state's occupational regulations	Revise and streamline the state's occupational regulations	2	ocd-person/5b3a7d10-e745-4985-ade9-d7fff6ae6af4	Sarah Fowler Arthur	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 66	HB 66	bill	ocd-bill/14e49fca-5e92-4b3f-bfb2-3008731b7654	Repeal H.B. 6 - 133rd GA legacy generation resource provisions	Repeal H.B. 6 - 133rd GA legacy generation resource provisions	2	ocd-person/1dcb1bfa-861d-4d16-8d7d-02364e1b4def	Levi Dean	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 66	HB 66	bill	ocd-bill/14e49fca-5e92-4b3f-bfb2-3008731b7654	Repeal H.B. 6 - 133rd GA legacy generation resource provisions	Repeal H.B. 6 - 133rd GA legacy generation resource provisions	2	ocd-person/993f089c-60bf-418d-9704-fa92e4f01c71	Sean P. Brennan	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 69	HB 69	bill	ocd-bill/32a2fa3c-1685-4a8c-a031-521c65f729ea	Regards taxpayer deduction for depreciation, enhanced expensing	Regards taxpayer deduction for depreciation, enhanced expensing	2	ocd-person/081534e7-8952-47f0-a722-ed627fb32069	Thaddeus J. Claggett	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 69	HB 69	bill	ocd-bill/32a2fa3c-1685-4a8c-a031-521c65f729ea	Regards taxpayer deduction for depreciation, enhanced expensing	Regards taxpayer deduction for depreciation, enhanced expensing	2	ocd-person/cdc9f705-514e-4445-ac17-9aeac8f67e97	Bob Peterson	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 89	HB 89	bill	ocd-bill/955c1f88-c62c-434e-a763-0c01f9a00a89	Authorize temporary property tax reduction	Authorize temporary property tax reduction	1	ocd-person/392629a2-7bb2-47df-8128-d4cd7d858324	Jean Schmidt	primary	direct
2025-09-01..2025-12-31	20260128LUPA1459440	National Federation of Independent Business/Ohio	org-national-federation-of-independent-business-ohio	Jared Weiser	person-jared-weiser	bill_referenced	HB 92	HB 92	bill	ocd-bill/9654f62d-3271-4457-bcc6-a7cd1631d37f	Regards unpaid water, sewer, and trash charges at rented property	Regards unpaid water, sewer, and trash charges at rented property	2	ocd-person/d6ca7e4f-dcf2-4aad-a919-a2740bae649a	Riordan T. McClain	primary	direct
